,,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR,SATELLITE-INFO
2017,1,22,,,22.0,10152.0,170.0,,15.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,1,7,,,44.0,10127.0,140.0,,15.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,1,9,,,67.0,10107.0,150.0,,36.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,1,10,,,78.0,10100.0,,,,,,,,723147-53870-2017
2017,1,11,,,89.0,10104.0,210.0,,15.0,-9999.0,,8.0,-9999.0,723147-53870-2017
2017,1,19,,,10100.0,,10.0,,21.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,1,20,,,10100.0,,30.0,,21.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,1,15,,,10120.0,,50.0,,31.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,1,16,,,10117.0,,50.0,,15.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,1,19,,,10077.0,,40.0,,36.0,-9999.0,,,,723147-53870-2017
2017,1,20,,,10074.0,,30.0,,26.0,-9999.0,,-9999.0,,723147-53870-2017
2017,1,21,,,10074.0,,40.0,,31.0,-9999.0,,-9999.0,,723147-53870-2017
2017,1,22,,,10044.0,,70.0,,41.0,-9999.0,,-9999.0,,723147-53870-2017
2017,1,23,,,10047.0,,50.0,,36.0,-9999.0,,-9999.0,,723147-53870-2017
2017,1,1,,,10042.0,,30.0,,31.0,-9999.0,,3.0,-9999.0,723147-53870-2017
2017,1,2,,,10045.0,,,,-9999.0,,,,,723147-53870-2017
2017,1,3,,,10042.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,1,4,,,10046.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,1,5,,,10041.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,1,8,,,-9999.0,,10.0,,21.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,1,10,,,10048.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,1,13,,,10024.0,,60.0,,46.0,-9999.0,,-9999.0,,723147-53870-2017
2017,1,20,,,,9987.0,350.0,,15.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,1,23,,,,9953.0,,50.0,,41.0,-9999.0,-1.0,-9999.0,723147-53870-2017
2017,1,1,,,,9943.0,,70.0,,51.0,-9999.0,38.0,-9999.0,723147-53870-2017
2017,1,2,,,,9934.0,,90.0,,51.0,-9999.0,48.0,-9999.0,723147-53870-2017
2017,1,4,,,,9913.0,,90.0,,67.0,-9999.0,18.0,-9999.0,723147-53870-2017
2017,1,5,,,,9902.0,,80.0,,51.0,-9999.0,30.0,-9999.0,723147-53870-2017
2017,1,7,,,,9872.0,,,,,,,,723147-53870-2017
2017,1,8,,,94.0,,,220.0,,67.0,-9999.0,28.0,-9999.0,723147-53870-2017
2017,1,9,,,89.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,1,16,,,78.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,1,19,,,78.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,1,20,,,83.0,,,290.0,,15.0,-9999.0,-1.0,-9999.0,723147-53870-2017
2017,1,21,,,89.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,1,23,,,83.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,1,9,,,83.0,10031.0,210.0,,36.0,-9999.0,,-9999.0,,723147-53870-2017
2017,1,10,,,10027.0,,,,-9999.0,,,,,723147-53870-2017
2017,1,11,,,10031.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,1,13,,,10036.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,1,21,,,-9999.0,,31.0,,,0.0,,0.0,-9999.0,723147-53870-2017
2017,1,0,,,10120.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,1,6,,28.0,-33.0,10142.0,290.0,,15.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,1,8,,28.0,-44.0,10141.0,,,,,,,,723147-53870-2017
2017,1,17,,83.0,-50.0,10138.0,260.0,,41.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,1,20,,,10083.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,1,21,,,10083.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,1,23,,94.0,-50.0,10091.0,240.0,,31.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,1,0,,89.0,-44.0,10098.0,240.0,,46.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,1,1,,67.0,-11.0,10102.0,230.0,,31.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,1,4,,50.0,-22.0,10111.0,,,,,,,,723147-53870-2017
2017,1,11,,17.0,-89.0,10128.0,250.0,,15.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,1,18,,72.0,10166.0,-9999.0,,,,,,,,723147-53870-2017
2017,2,17,,,28.0,10206.0,,,,,,,,723147-53870-2017
2017,2,21,,,39.0,10195.0,350.0,,26.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,22,,,50.0,10198.0,,10.0,,21.0,-9999.0,-1.0,-9999.0,723147-53870-2017
2017,2,3,,,44.0,10206.0,100.0,,15.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,5,,,22.0,10210.0,350.0,,36.0,-9999.0,,-9999.0,,723147-53870-2017
2017,2,17,,67.0,-17.0,10230.0,,,,,,,,723147-53870-2017
2017,2,19,,72.0,-11.0,10216.0,350.0,,15.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,7,,,-100.0,10247.0,250.0,,15.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,9,,,,-72.0,,190.0,,15.0,-9999.0,-1.0,-9999.0,723147-53870-2017
2017,2,11,,,,-50.0,,230.0,,15.0,-9999.0,-1.0,-9999.0,723147-53870-2017
2017,2,22,,,11.0,10198.0,220.0,,26.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,23,,,11.0,10196.0,200.0,,15.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,0,,,22.0,10198.0,180.0,,21.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,1,,,33.0,10197.0,180.0,,21.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,2,,,39.0,10192.0,190.0,,26.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,3,,,39.0,10190.0,200.0,,15.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,4,,,44.0,10186.0,210.0,,21.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,5,,,44.0,10183.0,190.0,,15.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,9,,,44.0,10168.0,200.0,,15.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,1,,,94.0,10094.0,300.0,,46.0,-9999.0,,-9999.0,,723147-53870-2017
2017,2,2,,,10096.0,-9999.0,,15.0,,,10.0,,,723147-53870-2017
2017,2,3,,,10086.0,,,,-9999.0,,,,,723147-53870-2017
2017,2,4,,,10087.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,5,,,10078.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,11,,,94.0,-9999.0,250.0,,26.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,12,,,10064.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,13,,,10070.0,-9999.0,,31.0,,,,,,723147-53870-2017
2017,2,14,,,10083.0,-9999.0,,15.0,,,,,,723147-53870-2017
2017,2,15,,,10086.0,-9999.0,,15.0,,,,,,723147-53870-2017
2017,2,16,,,10093.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,1,,,-9999.0,,,,-9999.0,,,,,723147-53870-2017
2017,2,2,,,10055.0,-9999.0,,26.0,,,61.0,,,723147-53870-2017
2017,2,3,,,10046.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,4,,,10031.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,5,,,10031.0,-9999.0,,21.0,,,,,,723147-53870-2017
2017,2,6,,,10028.0,,,,-9999.0,,,,102.0,723147-53870-2017
2017,2,7,,,10022.0,,,,-9999.0,,,,,723147-53870-2017
2017,2,9,,,10021.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,11,,,33.0,10059.0,310.0,,41.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,21,,,89.0,10166.0,230.0,,51.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,23,,,10171.0,-9999.0,,21.0,,,,,,723147-53870-2017
2017,2,1,,,10183.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,3,,,10182.0,-9999.0,,21.0,,,,,,723147-53870-2017
2017,2,4,,,10176.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,5,,,10174.0,-9999.0,,26.0,,,,,,723147-53870-2017
2017,2,6,,,10170.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,9,,,10162.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,15,,,10149.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,23,,,10104.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,1,,,10117.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,2,,,10122.0,-9999.0,,31.0,,,,,,723147-53870-2017
2017,2,15,,,-9999.0,-9999.0,,,,,,,,723147-53870-2017
2017,2,16,,,-9999.0,,21.0,,,0.0,,0.0,-9999.0,723147-53870-2017
2017,2,17,,,-9999.0,,15.0,,,0.0,,0.0,-9999.0,723147-53870-2017
2017,2,19,,,-9999.0,,21.0,,,0.0,,0.0,-9999.0,723147-53870-2017
2017,2,20,,,-9999.0,,15.0,,,0.0,,0.0,-9999.0,723147-53870-2017
2017,2,19,,,-6.0,10117.0,220.0,,41.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,20,,,10112.0,-9999.0,,26.0,,,,,,723147-53870-2017
2017,2,21,,,10108.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,22,,,10105.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,23,,,10104.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,10,,,10014.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,16,,94.0,,67.0,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,19,,,33.0,10010.0,,,,,,,,723147-53870-2017
2017,2,20,,,10114.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,22,,,10119.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,20,,,10129.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,21,,,,0.0,,210.0,,36.0,-9999.0,-1.0,-9999.0,723147-53870-2017
2017,2,22,,,61.0,10139.0,210.0,,36.0,-9999.0,,-9999.0,,723147-53870-2017
2017,2,23,,,67.0,10137.0,,,,,,,,723147-53870-2017
2017,2,20,,,50.0,10189.0,,,,,,,,723147-53870-2017
2017,2,22,,,39.0,10187.0,130.0,,15.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,23,,,44.0,10191.0,130.0,,15.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,0,,,44.0,10192.0,100.0,,15.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,1,,,50.0,10190.0,100.0,,21.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,2,,,50.0,10188.0,,,,,,,,723147-53870-2017
2017,2,3,,,56.0,10186.0,,90.0,,21.0,-9999.0,-1.0,-9999.0,723147-53870-2017
2017,2,4,,,56.0,10181.0,,90.0,,26.0,-9999.0,-1.0,-9999.0,723147-53870-2017
2017,2,5,,,67.0,10176.0,,90.0,,26.0,-9999.0,-1.0,-9999.0,723147-53870-2017
2017,2,7,,,83.0,10163.0,,60.0,,31.0,-9999.0,-1.0,-9999.0,723147-53870-2017
2017,2,14,,,94.0,10160.0,360.0,,26.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,16,,,10159.0,,20.0,,26.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,19,,,10135.0,,20.0,,21.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,20,,,10129.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,21,,,10127.0,,40.0,,26.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,22,,,10126.0,,50.0,,31.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,0,,,10132.0,,20.0,,26.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,3,,,10134.0,,20.0,,21.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,4,,,10134.0,,20.0,,21.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,5,,,10128.0,,30.0,,26.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,9,,,10125.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,10,,,10126.0,,10.0,,21.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,2,21,,,83.0,10101.0,,,,,,,,723147-53870-2017
2017,2,16,,,10135.0,-9999.0,,,,,,,,723147-53870-2017
2017,2,20,,,10100.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,21,,,10095.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,8,,,10071.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,11,,,10063.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,13,,,10061.0,-9999.0,,31.0,,,,,,723147-53870-2017
2017,2,15,,,10053.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,16,,,10049.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,2,19,,,-9999.0,,21.0,,,0.0,,0.0,-9999.0,723147-53870-2017
2017,2,21,,,-9999.0,,21.0,,,0.0,,0.0,-9999.0,723147-53870-2017
2017,2,17,,,10243.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,3,1,,,10214.0,-9999.0,,15.0,,,-1.0,,,723147-53870-2017
2017,3,3,,,10205.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,3,4,,,10194.0,,,,-9999.0,,,,,723147-53870-2017
2017,3,8,,,10172.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,3,12,,,10156.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,3,13,,,10151.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,3,14,,,10155.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,3,15,,,10146.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,3,16,,,10149.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,3,17,,,10147.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,3,18,,,10132.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,3,19,,,10118.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,3,20,,,10106.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,3,21,,,10095.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,3,22,,,10089.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,3,23,,,10082.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,3,1,,,-9999.0,,,,-9999.0,,,,,723147-53870-2017
2017,3,2,,,10084.0,,,,-9999.0,,,,,723147-53870-2017
2017,3,3,,,10087.0,,,,-9999.0,,,,,723147-53870-2017
2017,3,5,,,10097.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,3,6,,,10107.0,-9999.0,,26.0,,,,119.0,,723147-53870-2017
2017,3,21,,,-9999.0,,26.0,,,0.0,,0.0,-9999.0,723147-53870-2017
2017,3,1,,,-9999.0,,21.0,,,0.0,,0.0,-9999.0,723147-53870-2017
2017,3,2,,,-9999.0,,21.0,,,0.0,,0.0,-9999.0,723147-53870-2017
2017,3,20,,,-9999.0,,26.0,,,0.0,,0.0,-9999.0,723147-53870-2017
2017,3,21,,,-9999.0,,31.0,,,0.0,,0.0,-9999.0,723147-53870-2017
2017,3,18,,,-9999.0,,15.0,,,0.0,,0.0,-9999.0,723147-53870-2017
2017,3,18,,,10348.0,-9999.0,,,,,,,,723147-53870-2017
2017,3,16,,,50.0,10330.0,240.0,,21.0,-9999.0,,-9999.0,,723147-53870-2017
2017,3,19,,,61.0,10303.0,220.0,,15.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,3,20,,,61.0,10297.0,140.0,,15.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,3,21,,,61.0,10290.0,170.0,,26.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,3,22,,,61.0,10288.0,190.0,,21.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,3,2,,,67.0,10289.0,,,,,,,,723147-53870-2017
2017,3,17,,,89.0,10262.0,220.0,,31.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,3,18,,,83.0,10246.0,210.0,,72.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,3,19,,,72.0,10232.0,190.0,,46.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,3,20,,,78.0,10226.0,190.0,,62.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,3,21,,,78.0,10217.0,200.0,,51.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,3,23,,,83.0,10217.0,190.0,,26.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,3,1,,,10223.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,3,2,,,10240.0,-9999.0,,15.0,,,20.0,,,723147-53870-2017
2017,3,3,,,10233.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,3,7,,,10205.0,,,,-9999.0,,,,,723147-53870-2017
2017,3,8,,,10200.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,3,9,,,10194.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,3,10,,,10204.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,3,11,,,61.0,10222.0,340.0,,46.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,3,13,,,22.0,10245.0,350.0,,36.0,-9999.0,,-9999.0,,723147-53870-2017
2017,3,19,,,-9999.0,,21.0,,,0.0,,0.0,-9999.0,723147-53870-2017
2017,3,1,,,-9999.0,,15.0,,,0.0,,0.0,-9999.0,723147-53870-2017
2017,3,10,,,10123.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,3,17,,,56.0,10125.0,280.0,,46.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,3,18,,,39.0,10124.0,330.0,,51.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,3,19,,,28.0,10128.0,280.0,,41.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,3,19,,94.0,-89.0,10250.0,260.0,,15.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,3,20,,,10243.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,3,21,,,10238.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,3,22,,94.0,-50.0,10231.0,260.0,,15.0,-9999.0,,0.0,-9999.0,723147-53870-2017
2017,3,23,,94.0,-39.0,10233.0,,,,,,,,723147-53870-2017
2017,3,7,,28.0,-17.0,10253.0,,50.0,,41.0,-9999.0,-1.0,-9999.0,723147-53870-2017
2017,3,9,,11.0,-11.0,-9999.0,,30.0,,31.0,-9999.0,-1.0,-9999.0,723147-53870-2017
2017,3,19,,61.0,-22.0,10263.0,,,,,,,,723147-53870-2017
2017,3,13,,39.0,,17.0,,240.0,,26.0,-9999.0,-1.0,-9999.0,723147-53870-2017
2017,3,16,,,11.0,10084.0,,,,,,,,723147-53870-2017
2017,3,17,,,10087.0,,,,-9999.0,,,-9999.0,,723147-53870-2017
2017,3,18,,,10094.0,-9999.0,,26.0,,,,,-1.0,723147-53870-2017
