,,,,,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR,SATELLITE-INFO
2017,1,5,10,,,-128.0,,,290.0,,,,,,,,726355-94871-2017
2017,1,5,11,,-133.0,10169.0,,290.0,,,,,,,,,726355-94871-2017
2017,1,5,12,,-133.0,-9999.0,,280.0,,,,,,-1.0,,,726355-94871-2017
2017,1,5,13,,-133.0,-9999.0,,290.0,,,,,,,,,726355-94871-2017
2017,1,5,14,,-150.0,-9999.0,,290.0,,,,,,,,,726355-94871-2017
2017,1,5,15,,-144.0,10176.0,,290.0,,,,,,,,,726355-94871-2017
2017,1,5,16,,-9999.0,-9999.0,-9999.0,,,-1.0,,,,,,,726355-94871-2017
2017,1,5,17,,-150.0,10176.0,,290.0,,,,,,,,,726355-94871-2017
2017,1,5,18,,-133.0,10168.0,,290.0,,,,,,-1.0,,3.0,726355-94871-2017
2017,1,5,19,,-139.0,10163.0,,290.0,,,,,,,,,726355-94871-2017
2017,1,5,20,,-133.0,10156.0,,280.0,,,,,,-1.0,-9999.0,,726355-94871-2017
2017,1,5,21,,-139.0,10158.0,,260.0,,,,,,,,,726355-94871-2017
2017,1,5,22,,,-139.0,,,260.0,,,,,,,,726355-94871-2017
2017,1,5,23,,-144.0,10167.0,,280.0,,,,,,,,,726355-94871-2017
2017,1,6,0,,,-167.0,,,290.0,,,,,,-1.0,,726355-94871-2017
2017,1,6,1,,,-144.0,,,270.0,,,,,,,,726355-94871-2017
2017,1,6,2,,,-150.0,,,260.0,,,,,,,,726355-94871-2017
2017,1,6,3,,-156.0,-9999.0,,260.0,,,,,,,,,726355-94871-2017
2017,1,6,4,,-144.0,10184.0,,290.0,,,,,,,,,726355-94871-2017
2017,1,6,5,,-133.0,10185.0,,300.0,,,,,,,,,726355-94871-2017
2017,1,6,6,,-161.0,-9999.0,,290.0,,,,,,,3.0,,726355-94871-2017
2017,1,6,7,,-161.0,10188.0,,300.0,,,,,,,,,726355-94871-2017
2017,1,6,8,,-172.0,10193.0,,280.0,,,,,,,,,726355-94871-2017
2017,1,6,9,,-161.0,-9999.0,,280.0,,,,,,,,,726355-94871-2017
2017,1,6,10,,-156.0,-9999.0,,300.0,,,,,,,,,726355-94871-2017
2017,1,6,11,,-172.0,10206.0,,280.0,,,,,,,,,726355-94871-2017
2017,1,6,12,,-172.0,-9999.0,,300.0,,,,,,,3.0,,726355-94871-2017
2017,1,6,13,,-183.0,10217.0,,270.0,,,,,,,,,726355-94871-2017
2017,1,6,14,,-161.0,-9999.0,,280.0,,,,,,,,,726355-94871-2017
2017,1,6,15,,-172.0,-9999.0,,280.0,,,,,,,,,726355-94871-2017
2017,1,6,16,,-9999.0,-9999.0,-9999.0,,,-1.0,,,,,,,726355-94871-2017
2017,1,6,17,,-172.0,-9999.0,,270.0,,,,,,,,,726355-94871-2017
2017,1,6,18,,-172.0,-9999.0,,280.0,,,,,,-1.0,,,726355-94871-2017
2017,1,6,19,,-167.0,-9999.0,,290.0,,,,,,,,,726355-94871-2017
2017,1,6,20,,-172.0,10250.0,,290.0,,,,,,,,,726355-94871-2017
2017,1,6,21,,-156.0,-9999.0,,270.0,,,,,,-1.0,-9999.0,,726355-94871-2017
2017,1,6,22,,-150.0,-9999.0,,280.0,,,,,,,,,726355-94871-2017
2017,1,6,23,,-161.0,10267.0,,270.0,,,,,,,,,726355-94871-2017
2017,1,7,0,,-150.0,-9999.0,,170.0,,,,,,-1.0,,,726355-94871-2017
2017,1,7,1,,-156.0,-9999.0,,190.0,,,,,,,,,726355-94871-2017
2017,1,7,2,,-161.0,10280.0,,190.0,,,,,,,,,726355-94871-2017
2017,1,7,3,,-161.0,10287.0,,190.0,,,,,,-1.0,-9999.0,,726355-94871-2017
2017,1,7,4,,-161.0,10293.0,,180.0,,,,,,,,,726355-94871-2017
2017,1,7,5,,-161.0,10293.0,,190.0,,,,,,,,,726355-94871-2017
2017,1,7,6,,-167.0,10297.0,,260.0,,,,,,-1.0,,,726355-94871-2017
2017,1,7,7,,-156.0,10298.0,,240.0,,,,,,,,,726355-94871-2017
2017,1,7,8,,-150.0,10304.0,,280.0,,,,,,,,,726355-94871-2017
2017,1,7,9,,-156.0,-9999.0,,290.0,,,,,,,,,726355-94871-2017
2017,1,7,10,,-161.0,10308.0,,300.0,,,,,,,,,726355-94871-2017
2017,1,7,11,,-167.0,10304.0,,290.0,,,,,,,,,726355-94871-2017
2017,1,7,12,,-161.0,10307.0,,290.0,,,,,,-1.0,,,726355-94871-2017
2017,1,7,13,,-161.0,10311.0,,300.0,,,,,,,,,726355-94871-2017
2017,1,7,14,,-156.0,10319.0,,290.0,,,,,,,,,726355-94871-2017
2017,1,7,15,,-150.0,-9999.0,,290.0,,,,,,,,,726355-94871-2017
2017,1,7,16,,-9999.0,-9999.0,-9999.0,,,-1.0,,,,,,,726355-94871-2017
2017,1,7,17,,-150.0,10331.0,,280.0,,,,,,,,,726355-94871-2017
2017,1,7,18,,,-150.0,,,280.0,,,,,,-1.0,,726355-94871-2017
2017,1,7,19,,,-144.0,,,280.0,,,,,,,,726355-94871-2017
2017,1,7,20,,,-150.0,,,280.0,,,,,,,,726355-94871-2017
2017,1,7,21,,,-144.0,,,280.0,,,,,,,,726355-94871-2017
2017,1,7,22,,,-144.0,,,290.0,,,,,,,,726355-94871-2017
2017,1,7,23,,,-150.0,,,290.0,,,,-9999.0,,,,726355-94871-2017
2017,1,8,0,,,-150.0,,,290.0,,,,,,,,726355-94871-2017
2017,1,8,1,,,-156.0,,,300.0,,,,-9999.0,,,,726355-94871-2017
2017,1,8,2,,,-161.0,,,320.0,,,,-9999.0,,,,726355-94871-2017
2017,1,8,3,,,-156.0,,,320.0,,,,,,,,726355-94871-2017
2017,1,8,4,,,-150.0,,,320.0,,,,,,,,726355-94871-2017
2017,1,8,5,,,-150.0,,,300.0,,,,,,,,726355-94871-2017
2017,1,8,6,,,-139.0,,,300.0,,,,,,-1.0,,726355-94871-2017
2017,1,8,7,,,-156.0,,,310.0,,,,,,,,726355-94871-2017
2017,1,8,8,,,-156.0,,,310.0,,,,,,,,726355-94871-2017
2017,1,8,9,,,-161.0,,,310.0,,,,-9999.0,,,,726355-94871-2017
2017,1,8,10,,,-150.0,,,310.0,,,,,,,,726355-94871-2017
2017,1,8,11,,,-150.0,,,330.0,,,,-9999.0,,,,726355-94871-2017
2017,1,8,12,,,-139.0,,,320.0,,,,,,,,726355-94871-2017
2017,1,8,13,,,-150.0,,,300.0,,,,,,,,726355-94871-2017
2017,1,8,14,,,-144.0,,,300.0,,,,,,,,726355-94871-2017
2017,1,8,15,,,-139.0,,,280.0,,,,-9999.0,,,,726355-94871-2017
2017,1,8,16,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,,,726355-94871-2017
2017,1,8,17,,,-122.0,,,260.0,,,,,,,,726355-94871-2017
2017,1,8,18,,,-122.0,,,260.0,,,,,,-1.0,,726355-94871-2017
2017,1,8,19,,,-133.0,,,250.0,,,,,,,,726355-94871-2017
2017,1,8,20,,,-128.0,,,210.0,,,,,,,,726355-94871-2017
2017,1,8,21,,,-128.0,,,210.0,,,,,,,,726355-94871-2017
2017,1,8,22,,,-144.0,,,180.0,,,,,,-1.0,,726355-94871-2017
2017,1,8,23,,,-156.0,,,160.0,,,,,,,,726355-94871-2017
2017,1,9,0,,-161.0,10372.0,,150.0,,,,,,,0.0,-1.0,726355-94871-2017
2017,1,9,1,,,-167.0,,,170.0,,,,-9999.0,,,,726355-94871-2017
2017,1,9,2,,-167.0,10358.0,,180.0,,,,,,,0.0,,726355-94871-2017
2017,1,9,3,,-172.0,10350.0,,160.0,,,,,,,0.0,,726355-94871-2017
2017,1,9,4,,,-178.0,,,180.0,,,,-9999.0,,,,726355-94871-2017
2017,1,9,5,,,-167.0,,,170.0,,,,-9999.0,,,,726355-94871-2017
2017,1,9,6,,,-161.0,,,170.0,,,,-9999.0,,,,726355-94871-2017
2017,1,9,7,,,-161.0,,,170.0,,,,-9999.0,,,,726355-94871-2017
2017,1,9,8,,,-156.0,,,170.0,,,,-9999.0,,,,726355-94871-2017
2017,1,9,9,,,-156.0,,,180.0,,,,-9999.0,,,,726355-94871-2017
2017,1,9,10,,,-144.0,,,190.0,,,,-9999.0,,,,726355-94871-2017
2017,1,9,11,,,-128.0,,,200.0,,,,-9999.0,,,,726355-94871-2017
2017,1,9,12,,,-117.0,,,190.0,,,,-9999.0,,,,726355-94871-2017
2017,1,9,13,,,-111.0,,,200.0,,,,-9999.0,,,,726355-94871-2017
2017,1,9,14,,,-106.0,,,190.0,,,,-9999.0,,,,726355-94871-2017
2017,1,9,15,,,-106.0,,,190.0,,,,-9999.0,,,,726355-94871-2017
2017,1,9,16,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,,,726355-94871-2017
2017,1,9,17,,,,10266.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,1,9,18,,,,10268.0,,,,,,,,,,726355-94871-2017
2017,1,9,19,,,,10265.0,,,,,,,,,,726355-94871-2017
2017,1,9,20,,,,10249.0,,,,,,,,,,726355-94871-2017
2017,1,9,21,,,,10249.0,,,,,,,,,,726355-94871-2017
2017,1,9,22,,,,10252.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,1,9,23,,,,10237.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,1,10,0,,,,10237.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,1,10,1,,,,10229.0,,,,-9999.0,,-9999.0,,,,726355-94871-2017
2017,1,10,2,,,,10215.0,,,,-9999.0,,3.0,-9999.0,,,726355-94871-2017
2017,1,10,3,,,,10209.0,,,,-9999.0,,-9999.0,,,,726355-94871-2017
2017,1,10,4,,,,10199.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,1,10,5,,-6.0,,-56.0,-9999.0,,160.0,57.0,-9999.0,-1.0,-9999.0,,,726355-94871-2017
2017,1,10,6,,,,-9999.0,,,,-9999.0,,,,,,726355-94871-2017
2017,1,10,7,,-6.0,,-39.0,10152.0,,150.0,57.0,-9999.0,,3.0,-9999.0,,726355-94871-2017
2017,1,10,8,,,0.0,,-39.0,10145.0,,,51.0,,,0.0,,726355-94871-2017
2017,1,10,9,,17.0,,-39.0,10130.0,,180.0,62.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,1,10,10,,28.0,,-39.0,10117.0,,190.0,67.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,1,10,11,,28.0,,-28.0,10107.0,,180.0,62.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,1,10,12,,28.0,,-11.0,10095.0,,170.0,57.0,-9999.0,,0.0,,3.0,726355-94871-2017
2017,1,10,13,,17.0,,,-6.0,-9999.0,,,62.0,,,0.0,,726355-94871-2017
2017,1,10,14,,22.0,,,,6.0,,,,,,,,726355-94871-2017
2017,1,10,15,,22.0,,,,6.0,,,,,,-1.0,,726355-94871-2017
2017,1,10,16,,72.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,,,,726355-94871-2017
2017,1,10,17,,39.0,,,22.0,10005.0,,,82.0,,,8.0,,726355-94871-2017
2017,1,10,18,,56.0,,,33.0,,,,,,,-1.0,10.0,726355-94871-2017
2017,1,10,19,,78.0,,,50.0,,,,,,,-1.0,,726355-94871-2017
2017,1,10,20,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,1,10,21,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,1,10,22,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,1,10,23,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,1,11,0,-9999.0,-9999.0,-9999.0,,,,0.0,-1.0,,,,,,726355-94871-2017
2017,1,11,1,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,1,11,2,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,1,11,3,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,1,11,4,,,0.0,,-39.0,10098.0,,118.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,1,11,5,,-6.0,,-50.0,10126.0,,250.0,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,1,11,6,,,,10138.0,,,,,,,,,,726355-94871-2017
2017,1,11,7,,,,10149.0,,,,,,,,,,726355-94871-2017
2017,1,11,8,,,,-9999.0,,,,,,,,,,726355-94871-2017
2017,1,11,9,,,,-9999.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,1,11,10,,,,-9999.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,1,11,11,,,,-9999.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,1,11,12,,,,-9999.0,-9999.0,,,,,,,,,726355-94871-2017
2017,1,11,13,,,,-9999.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,1,11,14,,,,-9999.0,,,,,,,,,,726355-94871-2017
2017,1,11,15,,,0.0,,-33.0,-9999.0,,,46.0,,,0.0,,726355-94871-2017
2017,1,11,16,,72.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,,,,726355-94871-2017
2017,1,11,17,,33.0,,-22.0,10116.0,,150.0,57.0,,0.0,,,-9999.0,726355-94871-2017
2017,1,11,18,,56.0,,-17.0,10096.0,,160.0,41.0,,2.0,,,-9999.0,726355-94871-2017
2017,1,11,19,,72.0,,,33.0,10087.0,,,51.0,,,0.0,,726355-94871-2017
2017,1,11,20,,78.0,,,56.0,10068.0,,,36.0,,,0.0,,726355-94871-2017
2017,1,11,21,,83.0,,,72.0,10061.0,,,51.0,,,0.0,,726355-94871-2017
2017,1,11,22,,83.0,,,72.0,10048.0,,,57.0,,-1.0,-9999.0,,726355-94871-2017
2017,1,11,23,,94.0,,,83.0,10046.0,,,57.0,,23.0,-9999.0,,726355-94871-2017
2017,1,12,0,,,,89.0,10048.0,,210.0,41.0,-9999.0,,0.0,,,726355-94871-2017
2017,1,12,1,,61.0,,,50.0,10042.0,,-9999.0,,-9999.0,,,,726355-94871-2017
2017,1,12,2,,50.0,,,39.0,-9999.0,,-9999.0,,5.0,-9999.0,,,726355-94871-2017
2017,1,12,3,,39.0,,,33.0,10045.0,,,21.0,,20.0,-9999.0,,726355-94871-2017
2017,1,12,4,,33.0,,,22.0,10054.0,,-9999.0,,8.0,-9999.0,,,726355-94871-2017
2017,1,12,5,,28.0,,,17.0,10070.0,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,1,12,6,,17.0,,,,6.0,-9999.0,31.0,-9999.0,,0.0,,,726355-94871-2017
2017,1,12,7,,11.0,,,,0.0,-9999.0,26.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,1,12,8,,11.0,,,,0.0,,,,,,,,726355-94871-2017
2017,1,12,9,,,6.0,,,-6.0,,,,,,,,726355-94871-2017
2017,1,12,10,,,0.0,,-11.0,10119.0,-9999.0,,,,,,,726355-94871-2017
2017,1,12,11,,-6.0,,-17.0,10113.0,-9999.0,,,,-9999.0,,,,726355-94871-2017
2017,1,12,12,,-6.0,,-22.0,10112.0,,360.0,21.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,1,12,13,,-6.0,,-17.0,10130.0,,,,,,,,,726355-94871-2017
2017,1,12,14,,,,10130.0,,,,-9999.0,,3.0,-9999.0,,,726355-94871-2017
2017,1,12,15,,-6.0,,-22.0,10150.0,-9999.0,,,,-9999.0,,,,726355-94871-2017
2017,1,12,16,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,,,726355-94871-2017
2017,1,12,17,,-6.0,,-28.0,10176.0,-9999.0,,,,-9999.0,,,,726355-94871-2017
2017,1,12,18,,,0.0,,-28.0,10181.0,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,1,12,19,,,0.0,,-33.0,10193.0,,,41.0,,,0.0,,726355-94871-2017
2017,1,12,20,,,0.0,,-28.0,10205.0,,,57.0,,-1.0,-9999.0,,726355-94871-2017
2017,1,12,21,,-6.0,,-33.0,10223.0,,310.0,57.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,1,12,22,,,,10240.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,1,12,23,,,,10255.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,1,13,0,,,,10275.0,,,,-9999.0,,0.0,,,,726355-94871-2017
2017,1,13,1,,,,10284.0,,,,,,,,,,726355-94871-2017
2017,1,13,2,,,,10296.0,,,,,,,,,,726355-94871-2017
2017,1,13,3,,,,10313.0,,,,,,,,,,726355-94871-2017
2017,1,13,4,,,-100.0,,,300.0,,,,,,,,726355-94871-2017
2017,1,13,5,,,-106.0,,,300.0,,,,,,,,726355-94871-2017
2017,1,13,6,,,-106.0,,,300.0,,,,,,,,726355-94871-2017
2017,1,13,7,,,-106.0,,,320.0,,,,,,,,726355-94871-2017
2017,1,13,8,,,-106.0,,,330.0,,,,,,,,726355-94871-2017
2017,1,13,9,,,-100.0,-9999.0,,,21.0,,4.0,,0.0,-9999.0,,726355-94871-2017
2017,1,13,10,,,,10372.0,-9999.0,,,,,,,,,726355-94871-2017
2017,1,13,11,,,,10381.0,-9999.0,,,,,,,,,726355-94871-2017
2017,1,13,12,,,,10390.0,,,10.0,36.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,1,13,13,,,,10398.0,,,40.0,15.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,1,13,14,,,,10410.0,,,60.0,21.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,1,13,15,,,,10418.0,,,40.0,21.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,1,13,16,,-9999.0,-9999.0,-9999.0,,,,,,,,,,726355-94871-2017
2017,1,13,17,,,-100.0,,,,0.0,,0.0,,,0.0,,726355-94871-2017
2017,1,13,18,,,-100.0,-9999.0,,,26.0,,,,,,,726355-94871-2017
2017,1,13,19,,,-100.0,,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,1,13,20,,,,10414.0,-9999.0,,,,,,,,,726355-94871-2017
2017,1,13,21,,,-100.0,,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
