,,,,,YEAR,MONTH,DAY,HOUR,AIR-TEMP,DEW-POINT-TEMP,SEA-LEVEL-PRESSURE,WIND-DIRECTION,WIND-SPEED,SKY-CONDITION,RAIN-1HR,RAIN-6HR,SATELLITE-INFO
2017,8,3,17,,,,10149.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,3,18,,,,10136.0,-9999.0,,,,,,,,,726355-94871-2017
2017,8,3,19,,,,10123.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,3,20,,,,10119.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,3,21,,,,10124.0,,,,,,,,,,726355-94871-2017
2017,8,3,22,,,,10123.0,,,,,,,,,,726355-94871-2017
2017,8,3,23,,,,10107.0,,,,,,,,,,726355-94871-2017
2017,8,4,1,,,,10099.0,,,,,,,,,,726355-94871-2017
2017,8,4,2,,,,10099.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,4,3,,,,10095.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,4,4,,,,10088.0,,,,-9999.0,,-9999.0,,,,726355-94871-2017
2017,8,4,5,,,,10092.0,,,,-9999.0,,3.0,-9999.0,,,726355-94871-2017
2017,8,4,6,,,,10091.0,,,,-9999.0,,0.0,,,,726355-94871-2017
2017,8,4,7,,,,10088.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,4,8,,,,10090.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,4,9,,,,10092.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,4,10,,,,10089.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,4,11,,,,10087.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,4,12,,,,10088.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,4,13,,,,10091.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,4,14,,,,10096.0,,,,,,-9999.0,,,,726355-94871-2017
2017,8,4,15,,,,94.0,10098.0,,250.0,88.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,8,4,16,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,,,726355-94871-2017
2017,8,4,17,,,,10101.0,,,,,,-9999.0,,,,726355-94871-2017
2017,8,4,18,,,,10100.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,4,19,,,,10101.0,,,,-9999.0,,-9999.0,,,,726355-94871-2017
2017,8,4,20,,,,10107.0,,,,-9999.0,,5.0,-9999.0,,,726355-94871-2017
2017,8,4,21,,,,10113.0,,,,-9999.0,,-9999.0,,,,726355-94871-2017
2017,8,4,22,,,,10120.0,,,,-9999.0,,3.0,-9999.0,,,726355-94871-2017
2017,8,4,23,,,,10120.0,-9999.0,-9999.0,,3.0,-9999.0,,,,,726355-94871-2017
2017,8,5,1,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,5,2,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,5,3,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,5,4,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,5,5,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,5,6,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,5,7,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,5,8,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,5,9,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,5,10,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,5,11,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,5,12,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,5,13,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,5,14,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,5,15,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,5,16,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,,,726355-94871-2017
2017,8,5,17,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,5,18,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,5,19,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,5,20,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,5,21,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,5,22,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,5,23,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,6,0,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,6,1,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,6,2,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,6,3,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,6,4,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,6,5,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,6,6,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,6,7,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,6,8,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,6,9,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,6,10,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,6,11,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,6,12,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,6,13,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,6,14,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,6,15,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,6,16,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,,,726355-94871-2017
2017,8,6,17,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,6,18,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,6,19,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,6,20,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,6,21,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,6,22,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,6,23,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,7,0,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,7,1,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,7,2,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,7,3,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,7,4,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,7,5,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,7,6,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,7,7,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,7,8,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,7,9,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,7,10,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,7,11,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,7,12,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,7,13,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,7,14,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,7,15,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,7,16,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,,,726355-94871-2017
2017,8,7,17,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,7,18,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,7,19,-9999.0,-9999.0,-9999.0,,,,0.0,,,,,,,726355-94871-2017
2017,8,7,20,,,,-9999.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,7,21,,,,-9999.0,-9999.0,,,,,,,0.0,,726355-94871-2017
2017,8,7,22,,,,-9999.0,,,,,,,,,,726355-94871-2017
2017,8,7,23,,,,-9999.0,-9999.0,,,,,,,0.0,,726355-94871-2017
2017,8,8,1,,,,-9999.0,,,,,,,,,,726355-94871-2017
2017,8,8,2,,,,-9999.0,-9999.0,,,,,,,,,726355-94871-2017
2017,8,8,3,,,,-9999.0,-9999.0,,,,,,,,,726355-94871-2017
2017,8,8,4,,,,-9999.0,,,20.0,21.0,-9999.0,,0.0,-9999.0,,726355-94871-2017
2017,8,8,14,,,,10213.0,,,,,,,,,,726355-94871-2017
2017,8,8,15,,,,10216.0,,,,,,,,,,726355-94871-2017
2017,8,8,16,,-9999.0,-9999.0,-9999.0,,,,,,,,,,726355-94871-2017
2017,8,8,17,,,,10218.0,,,,,,,,,,726355-94871-2017
2017,8,8,18,,,,10216.0,,,,,,,,,,726355-94871-2017
2017,8,8,19,,,,10214.0,,,,,,,,,,726355-94871-2017
2017,8,8,20,,,,10214.0,,,,,,,,,,726355-94871-2017
2017,8,8,21,,,,10211.0,,,,,,,,,,726355-94871-2017
2017,8,8,22,,,,10207.0,,,,,,,,,,726355-94871-2017
2017,8,9,4,,,,10209.0,,,80.0,15.0,,0.0,,,-9999.0,726355-94871-2017
2017,8,9,13,,,,10225.0,,,,,,,,,,726355-94871-2017
2017,8,9,14,,,,10226.0,,,,,,,,,,726355-94871-2017
2017,8,9,15,,,,10226.0,,,,,,,,,,726355-94871-2017
2017,8,9,16,,-9999.0,-9999.0,-9999.0,,,,,,,,,,726355-94871-2017
2017,8,9,17,,,,10224.0,,,,,,,,,,726355-94871-2017
2017,8,9,18,,,,10221.0,-9999.0,,,,,,,0.0,,726355-94871-2017
2017,8,9,19,,,,10219.0,,,,,,,,,,726355-94871-2017
2017,8,9,20,,,,10216.0,-9999.0,,,,,,,0.0,,726355-94871-2017
2017,8,10,7,,,,10198.0,,,90.0,15.0,,0.0,,,-9999.0,726355-94871-2017
2017,8,10,8,,,,10199.0,,,90.0,15.0,,0.0,,,-9999.0,726355-94871-2017
2017,8,10,9,,,,10196.0,,,,,,,,,,726355-94871-2017
2017,8,10,10,,,,10195.0,,,,,,,,,,726355-94871-2017
2017,8,10,13,,,,10198.0,,,,,,,,,,726355-94871-2017
2017,8,10,14,,,,10193.0,-9999.0,,,,,,,0.0,,726355-94871-2017
2017,8,10,15,,,,10188.0,,,,,,,,,,726355-94871-2017
2017,8,10,16,,-9999.0,-9999.0,-9999.0,,,,,,,,,,726355-94871-2017
2017,8,10,17,,,,10188.0,,,,,,,,,,726355-94871-2017
2017,8,10,18,,,,10184.0,,,,,,,,,,726355-94871-2017
2017,8,10,19,,,,10177.0,,,,,,,,,,726355-94871-2017
2017,8,10,20,,,,10171.0,,,,,,,,,,726355-94871-2017
2017,8,10,21,,,,10162.0,,,,,,,,,,726355-94871-2017
2017,8,10,22,,,,10156.0,,,,,,,,,,726355-94871-2017
2017,8,10,23,,,,10150.0,,,,,,,,,,726355-94871-2017
2017,8,11,0,,,,10156.0,,,,,,,,,,726355-94871-2017
2017,8,11,1,,,,10152.0,,,,,,,,,,726355-94871-2017
2017,8,11,2,,,,-9999.0,,,,-9999.0,,5.0,-9999.0,,,726355-94871-2017
2017,8,11,3,,,,10151.0,,,,,,,,,,726355-94871-2017
2017,8,11,4,,,,10140.0,,,,,,,,,,726355-94871-2017
2017,8,11,5,,,,10142.0,,,,,,,,,,726355-94871-2017
2017,8,11,6,,,,10145.0,,,,-9999.0,,0.0,,,,726355-94871-2017
2017,8,11,7,,,,10144.0,,,,,,,,,,726355-94871-2017
2017,8,11,8,,,,10141.0,,,,,,,,,,726355-94871-2017
2017,8,11,10,,,,10137.0,,,,,,,,,,726355-94871-2017
2017,8,11,11,,,,10139.0,,,,,,,,,,726355-94871-2017
2017,8,11,12,,,,10141.0,,,,,,,,,,726355-94871-2017
2017,8,11,13,,,,10142.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,11,14,,,,10145.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,11,15,,,,10147.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,11,16,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,,,726355-94871-2017
2017,8,11,17,,,,10151.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,11,18,,,,10151.0,,,,,,,,,,726355-94871-2017
2017,8,11,19,,,,10151.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,11,20,,,,10149.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,11,21,,,,10148.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,11,22,,,,10149.0,-9999.0,,,,,,,0.0,,726355-94871-2017
2017,8,11,23,,,,10147.0,-9999.0,,,,,,,,,726355-94871-2017
2017,8,12,0,,,,10150.0,-9999.0,,,,,,,,,726355-94871-2017
2017,8,12,1,,,,10152.0,-9999.0,,,,,,,0.0,,726355-94871-2017
2017,8,12,2,,,,10156.0,-9999.0,,,,,,,0.0,,726355-94871-2017
2017,8,12,3,,,,10154.0,,,,,,,,,,726355-94871-2017
2017,8,12,4,,,,10151.0,-9999.0,,,,,,,0.0,,726355-94871-2017
2017,8,12,5,,,,10149.0,,,,,,,,,,726355-94871-2017
2017,8,12,6,,,,-9999.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,12,7,,,,10152.0,,,,,,,,,,726355-94871-2017
2017,8,12,9,,,,10151.0,,,,,,,,,,726355-94871-2017
2017,8,12,10,,,,10152.0,-9999.0,,,,,,,,,726355-94871-2017
2017,8,12,11,,,,10156.0,-9999.0,,,,,,,0.0,,726355-94871-2017
2017,8,12,12,,,,10159.0,,,,,,,,,,726355-94871-2017
2017,8,12,13,,,,10164.0,-9999.0,,,,,,,,,726355-94871-2017
2017,8,12,14,,,,10166.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,12,15,,,,10168.0,-9999.0,,,,,,,0.0,,726355-94871-2017
2017,8,12,16,,-9999.0,-9999.0,-9999.0,,,,,,,,,,726355-94871-2017
2017,8,12,17,,,,10175.0,,,,,,,,,,726355-94871-2017
2017,8,12,18,,,,10175.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,12,19,,,,10177.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,12,20,,,,10177.0,-9999.0,,,,,,,0.0,,726355-94871-2017
2017,8,12,21,,,,10174.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,12,22,,,,10173.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,12,23,,,,10173.0,,,,,,,,,,726355-94871-2017
2017,8,13,1,,,,10169.0,-9999.0,,,,,,,0.0,,726355-94871-2017
2017,8,13,14,,,,10186.0,,,,,,,,,,726355-94871-2017
2017,8,13,16,,-9999.0,-9999.0,-9999.0,,,,,,,,,,726355-94871-2017
2017,8,13,17,,,,10182.0,,,,,,,,,,726355-94871-2017
2017,8,13,18,,,,10184.0,,,,,,,,,,726355-94871-2017
2017,8,13,19,,,,10182.0,,,,,,,,,,726355-94871-2017
2017,8,13,20,,,,10179.0,-9999.0,,,,,,,0.0,,726355-94871-2017
2017,8,13,21,,,,10171.0,-9999.0,,,,,,,0.0,,726355-94871-2017
2017,8,13,22,,,,10168.0,,,,,,,,,,726355-94871-2017
2017,8,13,23,,,,10164.0,,,,,,,,,,726355-94871-2017
2017,8,14,3,,,,10152.0,,,,,,,,,,726355-94871-2017
2017,8,14,8,,,,10142.0,,,,,,,,,,726355-94871-2017
2017,8,14,9,,,,10137.0,,,,,,,,,,726355-94871-2017
2017,8,14,11,,,,10137.0,,,,,,,,,,726355-94871-2017
2017,8,14,12,,,,10136.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,14,13,,,,10134.0,,,,,,,,,,726355-94871-2017
2017,8,14,14,,,,10129.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,14,15,,,,10125.0,,,,,,,,,,726355-94871-2017
2017,8,14,16,,-9999.0,-9999.0,-9999.0,,,,,,,,,,726355-94871-2017
2017,8,14,17,,,,10123.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,14,18,,,,10120.0,,,,,,,,,,726355-94871-2017
2017,8,14,20,,,,10105.0,,,,,,,,,,726355-94871-2017
2017,8,14,21,,,,10103.0,,,,,,,,,,726355-94871-2017
2017,8,14,22,,,,10098.0,,,,,,,,,,726355-94871-2017
2017,8,14,23,,,,10098.0,,,,,,,,,,726355-94871-2017
2017,8,15,3,,,,10101.0,,,,,,,,,,726355-94871-2017
2017,8,15,5,,,,10098.0,,,,,,,,,,726355-94871-2017
2017,8,15,6,,,,10096.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,15,7,,,,10093.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,15,8,,,,10092.0,,,,,,,,,,726355-94871-2017
2017,8,15,9,,,,10096.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,15,10,,,,10105.0,,,,,,,,,,726355-94871-2017
2017,8,15,11,,,,10109.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,15,14,,,,10118.0,,,,,,,,,,726355-94871-2017
2017,8,15,15,,,,10124.0,-9999.0,,,,,,,0.0,,726355-94871-2017
2017,8,15,16,,-9999.0,-9999.0,-9999.0,,,,,,,,,,726355-94871-2017
2017,8,15,17,,,,10130.0,-9999.0,,,,,,,0.0,,726355-94871-2017
2017,8,15,18,,,,10131.0,-9999.0,,,,,,,,,726355-94871-2017
2017,8,15,19,,,,10133.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,15,20,,,,10135.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,15,21,,,,10138.0,,,,,,,,,,726355-94871-2017
2017,8,15,22,,,,10136.0,-9999.0,,,,,,,0.0,,726355-94871-2017
2017,8,16,0,,,,10136.0,-9999.0,,,,,,,0.0,,726355-94871-2017
2017,8,16,1,,,,10139.0,,,,,,,,,,726355-94871-2017
2017,8,16,10,,,,10158.0,,,,,,,,,,726355-94871-2017
2017,8,16,13,,,,10167.0,-9999.0,,,,,,,,,726355-94871-2017
2017,8,16,14,,,,10163.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,16,15,,,,10162.0,,,,,,,,,,726355-94871-2017
2017,8,16,16,,-9999.0,-9999.0,-9999.0,,,,,,,,,,726355-94871-2017
2017,8,16,17,,,,10156.0,,,,,,,,,,726355-94871-2017
2017,8,16,18,,,,10150.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,16,19,,,,10147.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,16,20,,,,10138.0,-9999.0,,,,,,,,,726355-94871-2017
2017,8,16,21,,,,10131.0,-9999.0,,,,,,,,,726355-94871-2017
2017,8,16,22,,,,10127.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,16,23,,,,10124.0,,,,,,,,,,726355-94871-2017
2017,8,17,0,,,,10123.0,,,,,,,,,,726355-94871-2017
2017,8,17,1,,,,10118.0,,,,,,,,,,726355-94871-2017
2017,8,17,2,,,,10123.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,17,3,,,,10120.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,17,4,,,,10113.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,17,5,,,,10103.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,17,6,,,,10098.0,,,,-9999.0,,,,,,726355-94871-2017
2017,8,17,7,,,,10095.0,,,,-9999.0,,5.0,-9999.0,,,726355-94871-2017
2017,8,17,8,,,,10092.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,17,9,,,,10091.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,17,10,,,,10086.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,17,11,,,,10089.0,,,,,,,,,,726355-94871-2017
2017,8,17,13,,,,10088.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,17,14,,,,10089.0,,,,-9999.0,,-9999.0,,,,726355-94871-2017
2017,8,17,15,,,,10080.0,,,,-9999.0,,8.0,-9999.0,,,726355-94871-2017
2017,8,17,16,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,,,726355-94871-2017
2017,8,17,17,,,,10072.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,17,19,,,,10067.0,,,,,,,,,,726355-94871-2017
2017,8,17,20,,,,10064.0,,,,,,,,,,726355-94871-2017
2017,8,17,21,,,,10059.0,,,,,,,,,,726355-94871-2017
2017,8,17,22,,,,10060.0,,,,,,,,,,726355-94871-2017
2017,8,17,23,,,,10062.0,,,,,,,,,,726355-94871-2017
2017,8,18,0,,,,10063.0,,,,,,,,,,726355-94871-2017
2017,8,18,1,,,,10063.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,18,2,,,,10066.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,18,3,,,,10068.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,18,4,,,,10069.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,18,5,,,,10073.0,,,,,,-9999.0,,,,726355-94871-2017
2017,8,18,6,,,,10072.0,,,,,,,,,,726355-94871-2017
2017,8,18,7,,,,10065.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,18,8,,,,10067.0,,,,-9999.0,,3.0,-9999.0,,,726355-94871-2017
2017,8,18,9,,,,10070.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,18,10,,,,10074.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,18,11,,,,10077.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,18,12,,,,10086.0,,,,-9999.0,,0.0,,,,726355-94871-2017
2017,8,18,13,,,,10089.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,18,14,,,,10095.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,18,15,,,,10101.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,18,16,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,,,726355-94871-2017
2017,8,18,17,,,,10107.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,18,18,,,,10110.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,18,19,,,,10111.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
2017,8,18,20,,,,10111.0,,,,,,,,,,726355-94871-2017
2017,8,18,21,,,,10107.0,,,,,,,,,,726355-94871-2017
2017,8,18,22,,,,10108.0,,,,,,,,,,726355-94871-2017
2017,8,19,5,,,,10115.0,,,,,,,,,,726355-94871-2017
2017,8,19,8,,,,10113.0,,,,,,,,,,726355-94871-2017
2017,8,19,9,,,,10113.0,,,,,,,,,,726355-94871-2017
2017,8,19,10,,,,10114.0,-9999.0,,,,,,,0.0,,726355-94871-2017
2017,8,19,13,,,,10133.0,-9999.0,,,,,,,0.0,,726355-94871-2017
2017,8,19,14,,,,10138.0,,,,,,,,,,726355-94871-2017
2017,8,19,15,,,,10141.0,-9999.0,,,,,,,0.0,,726355-94871-2017
2017,8,19,16,,-9999.0,-9999.0,-9999.0,,,,,,,,,,726355-94871-2017
2017,8,19,17,,,,10147.0,-9999.0,-9999.0,,,,-9999.0,,,,726355-94871-2017
2017,8,19,18,,,,10144.0,-9999.0,,,,,,,0.0,,726355-94871-2017
2017,8,19,19,,,,10147.0,-9999.0,,,,,,,0.0,,726355-94871-2017
2017,8,19,20,,,,10146.0,,,,,,,,,,726355-94871-2017
2017,8,19,21,,,,10145.0,,,,,,,,,,726355-94871-2017
2017,8,19,22,,,,10143.0,-9999.0,,,,,,,0.0,,726355-94871-2017
2017,8,19,23,,,,10146.0,,,,,,,,,,726355-94871-2017
2017,8,20,0,,,,10145.0,,,,,,,,,,726355-94871-2017
2017,8,20,5,,,,10161.0,,,80.0,15.0,,0.0,,,-9999.0,726355-94871-2017
2017,8,20,6,,,,10162.0,,,80.0,15.0,,0.0,,,-9999.0,726355-94871-2017
2017,8,20,8,,,,10165.0,,,80.0,15.0,,0.0,,,-9999.0,726355-94871-2017
2017,8,20,12,,,,10177.0,,,,,,,,,,726355-94871-2017
2017,8,20,13,,,,10176.0,,,,,,,,,,726355-94871-2017
2017,8,20,14,,,,10173.0,,,,,,,,,,726355-94871-2017
2017,8,20,15,,,,10180.0,,,,,,,,,,726355-94871-2017
2017,8,20,16,,-9999.0,-9999.0,-9999.0,,,,,,,,,,726355-94871-2017
2017,8,20,17,,,,10177.0,-9999.0,-9999.0,,,,-9999.0,,,,726355-94871-2017
2017,8,20,18,,,,10173.0,,,,,,,,,,726355-94871-2017
2017,8,20,19,,,,10168.0,,,,,,,,,,726355-94871-2017
2017,8,20,20,,,,10162.0,,,,,,,,,,726355-94871-2017
2017,8,20,21,,,,10165.0,,,,,,,,,,726355-94871-2017
2017,8,20,22,,,,10164.0,,,,,,,,,,726355-94871-2017
2017,8,21,0,,,,10164.0,,,,,,,,,,726355-94871-2017
2017,8,21,1,,,,10166.0,,,,,,,,,,726355-94871-2017
2017,8,21,2,,,,10170.0,,,,,,,,,,726355-94871-2017
2017,8,21,3,,,,10171.0,,,,,,,,,,726355-94871-2017
2017,8,21,4,,,,10170.0,,,,,,,,,,726355-94871-2017
2017,8,21,5,,,,10173.0,,,,,,,,,,726355-94871-2017
2017,8,21,6,,,,10176.0,,,,,,,,,,726355-94871-2017
2017,8,21,7,,,,10176.0,,,,-9999.0,,0.0,-9999.0,,,726355-94871-2017
