,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
37,2002,1,18,21,,,,-2.0,,,-12.0,10010.0,,,350.0,,,110.0,-9999.0,-9999.0,-9999.0,,,
38,2002,1,20,3,,,,,1.0,,,-13.0,10071.0,,,,90.0,,,,60.0,-9999.0,-9999.0,-9999.0
39,2002,1,20,21,,,-59.0,,,-85.0,10126.0,,,,10.0,,,,80.0,-9999.0,-9999.0,-9999.0,,
40,2002,1,21,3,,,-70.0,,-124.0,10133.0,,,,20.0,,,,80.0,-9999.0,-9999.0,-9999.0,,,
41,2002,1,21,15,,,-97.0,,-129.0,10118.0,,,360.0,,,,90.0,,,,,7.0,-9999.0,-9999.0
42,2002,1,21,21,,,-85.0,,-119.0,10099.0,,,,10.0,,,,80.0,-9999.0,-9999.0,-9999.0,,,
43,2002,1,22,3,,,-83.0,,,-96.0,10063.0,,,,10.0,,,,90.0,-9999.0,-9999.0,-9999.0,,
44,2002,1,22,21,,,-56.0,,,-62.0,10044.0,,,,10.0,,,110.0,-9999.0,-9999.0,-9999.0,,,
45,2002,1,23,3,,,-49.0,,,-82.0,10055.0,,,,20.0,,,100.0,-9999.0,-9999.0,-9999.0,,,
46,2002,1,23,9,,,-78.0,,-113.0,10065.0,,,,10.0,,,100.0,,,,,7.0,-9999.0,-9999.0
47,2002,1,23,15,,,-98.0,,-116.0,10052.0,,,360.0,,,,90.0,,,,,6.0,-9999.0,-9999.0
48,2002,1,23,18,,-107.0,,-135.0,10052.0,,,,10.0,,,110.0,,,,,6.0,-9999.0,-9999.0,
49,2002,1,23,21,,-120.0,,-150.0,10056.0,,,350.0,,,110.0,-9999.0,-9999.0,-9999.0,,,,,,
50,2002,1,24,3,,-123.0,,-150.0,10058.0,,,350.0,,,110.0,-9999.0,-9999.0,-9999.0,,,,,,
51,2002,1,24,6,,-123.0,,-148.0,10055.0,,,350.0,,,100.0,,,,,8.0,-9999.0,-9999.0,,
52,2002,1,24,9,,-121.0,,-138.0,10050.0,,,350.0,,,150.0,,,,,9.0,-9999.0,-9999.0,,
53,2002,1,24,15,,-103.0,,-125.0,10066.0,,,360.0,,,120.0,,,,,8.0,-9999.0,-9999.0,,
54,2002,1,24,18,,-101.0,,-118.0,10076.0,,,,10.0,,,120.0,,,,,8.0,-9999.0,-9999.0,
55,2002,1,24,21,,-105.0,,-120.0,10088.0,,,350.0,,,110.0,-9999.0,-9999.0,-9999.0,,,,,,
56,2002,1,25,3,,-110.0,,-137.0,10108.0,,,350.0,,,110.0,-9999.0,-9999.0,-9999.0,,,,,,
57,2002,1,25,6,,-107.0,,-127.0,10116.0,,,350.0,,,100.0,,,,,8.0,-9999.0,-9999.0,,
58,2002,1,25,9,,-105.0,,-129.0,10118.0,,,350.0,,,,90.0,,,,,6.0,-9999.0,-9999.0,
59,2002,1,25,15,,,-98.0,,-132.0,10131.0,,,350.0,,,,70.0,,,,,5.0,-9999.0,-9999.0
60,2002,1,25,18,,-101.0,,-135.0,10123.0,,,350.0,,,,80.0,,,,,5.0,-9999.0,-9999.0,
61,2002,1,25,21,,-105.0,,-137.0,10115.0,,,360.0,,,,70.0,-9999.0,-9999.0,-9999.0,,,,,
62,2002,1,26,3,,-116.0,,-156.0,10097.0,,,350.0,,,,70.0,-9999.0,-9999.0,-9999.0,,,,,
63,2002,1,26,6,,-127.0,,-130.0,10083.0,,,360.0,,,,80.0,,,,,6.0,-9999.0,-9999.0,
64,2002,1,26,9,,-143.0,,-165.0,10075.0,,,350.0,,,120.0,,,,,9.0,-9999.0,-9999.0,,
65,2002,1,26,18,,-157.0,,-184.0,10044.0,,,350.0,,,110.0,,,,,7.0,-9999.0,-9999.0,,
66,2002,1,26,21,,-157.0,,-190.0,10039.0,,,350.0,,,100.0,-9999.0,-9999.0,-9999.0,,,,,,
67,2002,1,27,3,,-154.0,,-180.0,,9989.0,,,280.0,,,,50.0,,,,,7.0,-9999.0,-9999.0
68,2002,1,27,6,,-156.0,,-191.0,,9966.0,,,340.0,,,,40.0,,,,,7.0,-9999.0,-9999.0
69,2002,1,27,9,,-142.0,,-162.0,,9986.0,,,,50.0,,,100.0,,,,,9.0,-9999.0,-9999.0
70,2002,1,27,15,,-139.0,,-183.0,10024.0,,,360.0,,,,20.0,,,,,3.0,-9999.0,-9999.0,
71,2002,1,27,18,,-111.0,,-159.0,10025.0,,,,10.0,,,,70.0,,,,,3.0,-9999.0,-9999.0
72,2002,1,27,21,,-102.0,,-149.0,10030.0,,,,20.0,,,,80.0,-9999.0,-9999.0,-9999.0,,,,
73,2002,1,28,3,,,-74.0,,-117.0,10021.0,,,,10.0,,,110.0,-9999.0,-9999.0,-9999.0,,,,
74,2002,1,28,9,,,-65.0,,,-79.0,10004.0,,,360.0,,,130.0,,,,,7.0,-9999.0,-9999.0
75,2002,1,28,21,,,-42.0,,,-96.0,10054.0,,,,30.0,,,,20.0,-9999.0,-9999.0,-9999.0,,
76,2002,1,29,0,,,-59.0,,-110.0,10071.0,,,270.0,,,,40.0,,,,,1.0,-9999.0,-9999.0
77,2002,1,29,3,,,-42.0,,,-83.0,10087.0,,,280.0,,,,60.0,-9999.0,-9999.0,-9999.0,,,
78,2002,1,29,21,,,-24.0,,,-72.0,10122.0,,,200.0,,,,50.0,-9999.0,-9999.0,-9999.0,,,
79,2002,1,30,0,,,-30.0,,-100.0,10126.0,,,240.0,,,,50.0,,,,,5.0,-9999.0,-9999.0
80,2002,1,30,3,,,-49.0,,,-76.0,10127.0,,,300.0,,,,80.0,-9999.0,-9999.0,-9999.0,,,
81,2002,1,30,21,,,-55.0,,,-76.0,10112.0,,,340.0,,,,60.0,-9999.0,-9999.0,-9999.0,,,
82,2002,1,31,21,,,-19.0,,,-27.0,10065.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
83,2002,2,1,3,,,-26.0,,,-35.0,10055.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0,-9999.0
84,2002,2,1,21,,,-19.0,,,-31.0,,9931.0,,,,70.0,,,110.0,-9999.0,-9999.0,-9999.0,,
85,2002,2,2,3,,,-11.0,,,-22.0,,9872.0,,,,60.0,,,120.0,-9999.0,-9999.0,-9999.0,,
86,2002,2,2,21,,,,,5.0,,,-17.0,,9761.0,,,,50.0,,,120.0,-9999.0,-9999.0,-9999.0
87,2002,2,3,3,,,,17.0,,,-23.0,,9738.0,,,,80.0,,,,80.0,-9999.0,-9999.0,-9999.0
88,2002,2,3,21,,,,-3.0,,,,-9.0,,9765.0,,,360.0,,,140.0,-9999.0,-9999.0,-9999.0,
89,2002,2,4,3,,,,-3.0,,,,-9.0,,9757.0,,,350.0,,,150.0,-9999.0,-9999.0,-9999.0,
90,2002,2,4,21,,,-26.0,,,-36.0,,9817.0,,,,10.0,,,120.0,-9999.0,-9999.0,-9999.0,,
91,2002,2,5,3,,,-34.0,,,-46.0,,9824.0,,,350.0,,,100.0,-9999.0,-9999.0,-9999.0,,,
92,2002,2,5,21,,,-19.0,,,-27.0,,9855.0,,,350.0,,,,20.0,-9999.0,-9999.0,-9999.0,,
93,2002,2,6,3,,,-24.0,,,-32.0,,9874.0,,,350.0,,,,20.0,-9999.0,-9999.0,-9999.0,,
94,2002,2,8,3,,,-11.0,,,-23.0,,9964.0,,,,50.0,,,120.0,-9999.0,-9999.0,-9999.0,,
95,2002,2,8,21,,,-38.0,,,-91.0,,9963.0,,,,10.0,,,100.0,-9999.0,-9999.0,-9999.0,,
96,2002,2,9,3,,,-34.0,,,-66.0,,9946.0,,,,20.0,,,120.0,-9999.0,-9999.0,-9999.0,,
97,2002,2,9,21,,,-24.0,,,-30.0,,9917.0,,,,10.0,,,140.0,-9999.0,-9999.0,-9999.0,,
98,2002,2,10,3,,,-26.0,,,-42.0,,9952.0,,,,20.0,,,170.0,-9999.0,-9999.0,-9999.0,,
99,2002,2,10,21,,,-33.0,,,-91.0,10020.0,,,120.0,,,,70.0,-9999.0,-9999.0,-9999.0,,,
100,2002,2,11,0,,,-37.0,,-100.0,10022.0,,,350.0,,,,50.0,,,,,5.0,-9999.0,-9999.0
101,2002,2,11,3,,,-40.0,,,-88.0,10021.0,,,,30.0,,,,80.0,-9999.0,-9999.0,-9999.0,,
102,2002,2,11,21,,,-50.0,,,-92.0,10014.0,,,350.0,,,,50.0,-9999.0,-9999.0,-9999.0,,,
103,2002,2,12,3,,,-56.0,,-136.0,10028.0,,,330.0,,,,30.0,-9999.0,-9999.0,-9999.0,,,,
104,2002,2,12,6,,,-55.0,,-115.0,10032.0,,,340.0,,,,50.0,,,,,7.0,-9999.0,-9999.0
105,2002,2,12,9,,,-58.0,,-103.0,10040.0,,,260.0,,,,40.0,,,,,7.0,-9999.0,-9999.0
106,2002,2,12,21,,,-89.0,,-112.0,10077.0,,,290.0,,,,20.0,-9999.0,-9999.0,-9999.0,,,,
107,2002,2,13,3,,-109.0,,-143.0,10123.0,,,300.0,,,,50.0,-9999.0,-9999.0,-9999.0,,,,,
108,2002,2,13,6,,,-99.0,,-138.0,10127.0,,,240.0,,,,20.0,,,,,1.0,-9999.0,-9999.0
109,2002,2,13,9,,,-87.0,,-122.0,10118.0,,,230.0,,,,40.0,,,,,6.0,-9999.0,-9999.0
110,2002,2,13,21,,,,11.0,,,,,7.0,,9862.0,,,220.0,,,110.0,-9999.0,-9999.0,-9999.0
111,2002,2,14,21,,,-82.0,,-113.0,,9736.0,,,250.0,,,110.0,,,,,4.0,-9999.0,-9999.0
112,2002,2,15,3,,,-97.0,,-128.0,,9806.0,,,270.0,,,110.0,-9999.0,-9999.0,-9999.0,,,,
113,2002,2,15,21,,,-85.0,,-146.0,,9856.0,,,,30.0,,,,30.0,-9999.0,-9999.0,-9999.0,,
114,2002,2,16,3,,,-88.0,,-101.0,,9832.0,,,,10.0,,,110.0,-9999.0,-9999.0,-9999.0,,,
115,2002,2,16,15,,-101.0,,-128.0,,9857.0,,,360.0,,,,70.0,,,,,8.0,-9999.0,-9999.0
116,2002,2,16,18,,-118.0,,-147.0,,9874.0,,,350.0,,,,80.0,,,,,8.0,-9999.0,-9999.0
117,2002,2,16,21,,-123.0,,-157.0,,9897.0,,,330.0,,,,70.0,-9999.0,-9999.0,-9999.0,,,,
118,2002,2,17,21,,,-55.0,,,-80.0,,9909.0,,,,30.0,,,100.0,-9999.0,-9999.0,-9999.0,,
119,2002,2,18,3,,,-47.0,,,-74.0,,9939.0,,,,10.0,,,,90.0,-9999.0,-9999.0,-9999.0,
120,2002,2,18,21,,,-74.0,,,-99.0,10096.0,,,,10.0,,,120.0,-9999.0,-9999.0,-9999.0,,,
121,2002,2,19,3,,,-81.0,,-127.0,10109.0,,,,20.0,,,,80.0,-9999.0,-9999.0,-9999.0,,,
122,2002,2,19,6,,,-82.0,,-139.0,10108.0,,,350.0,,,,60.0,,,,,0.0,-9999.0,-9999.0
123,2002,2,19,9,,,-85.0,,-143.0,10099.0,,,320.0,,,,10.0,,,,,5.0,-9999.0,-9999.0
124,2002,2,19,12,,,-91.0,,-136.0,10089.0,,,270.0,,,,10.0,,,,,7.0,-9999.0,-9999.0
125,2002,2,19,15,,,-86.0,,-109.0,10068.0,,,260.0,,,,10.0,,,,,7.0,-9999.0,-9999.0
126,2002,2,19,18,,,-94.0,,-117.0,10050.0,,,300.0,,,100.0,,,,,5.0,-9999.0,-9999.0,
127,2002,2,19,21,,-100.0,,-133.0,10055.0,,,320.0,,,,30.0,-9999.0,-9999.0,-9999.0,,,,,
128,2002,2,20,3,,-104.0,,-136.0,10046.0,,,320.0,,,,70.0,-9999.0,-9999.0,-9999.0,,,,,
129,2002,2,20,9,,-106.0,,-133.0,10060.0,,,,20.0,,,,50.0,,,,,8.0,-9999.0,-9999.0
130,2002,2,20,15,,-108.0,,-149.0,10046.0,,,340.0,,,,40.0,,,,,7.0,-9999.0,-9999.0,
131,2002,2,20,18,,-108.0,,-152.0,10029.0,,,,20.0,,,,30.0,,,,,5.0,-9999.0,-9999.0
132,2002,2,20,21,,-103.0,,-145.0,10017.0,,,,20.0,,,,30.0,-9999.0,-9999.0,-9999.0,,,,
133,2002,2,21,0,-9999.0,-9999.0,-9999.0,,,,80.0,,,,40.0,,,,,6.0,-9999.0,-9999.0,,
134,2002,2,21,3,,-105.0,,-138.0,,9984.0,,,,10.0,,,,70.0,-9999.0,-9999.0,-9999.0,,,
135,2002,2,21,18,,-103.0,,-123.0,,9915.0,,,,10.0,,,120.0,,,,,5.0,-9999.0,-9999.0
136,2002,2,21,21,,-100.0,,-133.0,,9909.0,,,,10.0,,,120.0,-9999.0,-9999.0,-9999.0,,,,
137,2002,2,22,3,,,-84.0,,-100.0,,9893.0,,,360.0,,,100.0,-9999.0,-9999.0,-9999.0,,,,
138,2002,2,22,21,,,-83.0,,-114.0,,9930.0,,,,10.0,,,150.0,-9999.0,-9999.0,-9999.0,,,
139,2002,2,23,3,,,-89.0,,-108.0,,9943.0,,,,10.0,,,130.0,-9999.0,-9999.0,-9999.0,,,
140,2002,2,23,9,,,-84.0,,-107.0,,9949.0,,,360.0,,,120.0,,,,,8.0,-9999.0,-9999.0
141,2002,2,23,15,,,-89.0,,-108.0,,9938.0,,,360.0,,,160.0,,,,,8.0,-9999.0,-9999.0
142,2002,2,23,21,,,-75.0,,,-92.0,,9921.0,,,350.0,,,170.0,-9999.0,-9999.0,-9999.0,,,
143,2002,2,24,3,,,-49.0,,,-63.0,,9913.0,,,340.0,,,140.0,-9999.0,-9999.0,-9999.0,,,
144,2002,2,24,6,,,-35.0,,,-42.0,,9925.0,,,,20.0,,,130.0,-9999.0,-9999.0,-9999.0,,
145,2002,2,24,21,,,-70.0,,-103.0,10028.0,,,,10.0,,,130.0,-9999.0,-9999.0,-9999.0,,,,
146,2002,2,25,3,,,-86.0,,,-92.0,10042.0,,,,10.0,,,100.0,-9999.0,-9999.0,-9999.0,,,
147,2002,2,25,6,,,-95.0,,-136.0,10046.0,,,,10.0,,,100.0,,,,,4.0,-9999.0,-9999.0
148,2002,2,25,9,,-101.0,,-143.0,10051.0,,,350.0,,,110.0,,,,,6.0,-9999.0,-9999.0,,
149,2002,2,25,15,,-106.0,,-151.0,10055.0,,,350.0,,,,80.0,,,,,7.0,-9999.0,-9999.0,
150,2002,2,25,18,,-107.0,,-144.0,10056.0,,,360.0,,,,60.0,,,,,8.0,-9999.0,-9999.0,
151,2002,2,25,21,,-112.0,,-160.0,10055.0,,,350.0,,,,90.0,-9999.0,-9999.0,-9999.0,,,,,
152,2002,2,26,3,,-113.0,,-155.0,10052.0,,,360.0,,,100.0,-9999.0,-9999.0,-9999.0,,,,,,
153,2002,2,26,6,,-114.0,,-145.0,10044.0,,,,10.0,,,120.0,,,,,7.0,-9999.0,-9999.0,
154,2002,2,26,9,,-110.0,,-145.0,10043.0,,,350.0,,,100.0,,,,,7.0,-9999.0,-9999.0,,
155,2002,2,26,15,,-103.0,,-120.0,10026.0,,,350.0,,,130.0,,,,,6.0,-9999.0,-9999.0,,
156,2002,2,26,18,,-102.0,,-112.0,10025.0,,,350.0,,,130.0,,,,,6.0,-9999.0,-9999.0,,
157,2002,2,26,21,,,-95.0,,-116.0,,9999.0,,,350.0,,,130.0,-9999.0,-9999.0,-9999.0,,,,
158,2002,2,27,3,,,-87.0,,-108.0,10021.0,,,360.0,,,120.0,-9999.0,-9999.0,-9999.0,,,,,
159,2002,2,27,6,,,-78.0,,,-99.0,10021.0,,,350.0,,,130.0,,,,,6.0,-9999.0,-9999.0
160,2002,2,27,9,,,-76.0,,,-94.0,10030.0,,,350.0,,,150.0,,,,,5.0,-9999.0,-9999.0
161,2002,2,27,15,,,-71.0,,,-99.0,10050.0,,,350.0,,,130.0,,,,,5.0,-9999.0,-9999.0
162,2002,2,27,18,,,-79.0,,-115.0,10063.0,,,360.0,,,110.0,,,,,4.0,-9999.0,-9999.0,
163,2002,2,27,21,,,-82.0,,-124.0,10077.0,,,360.0,,,,80.0,-9999.0,-9999.0,-9999.0,,,,
164,2002,2,28,3,,,-81.0,,-115.0,10086.0,,,360.0,,,,80.0,-9999.0,-9999.0,-9999.0,,,,
165,2002,2,28,6,,,-78.0,,-113.0,10097.0,,,360.0,,,,50.0,-9999.0,-9999.0,-9999.0,,,,
166,2002,2,28,9,,,-79.0,,-115.0,10107.0,,,310.0,,,,10.0,-9999.0,-9999.0,-9999.0,,,,
167,2002,2,28,12,,,-75.0,,-114.0,10105.0,,,240.0,,,,20.0,,,,,4.0,-9999.0,-9999.0
168,2002,2,28,15,,,-70.0,,-108.0,10098.0,,,260.0,,,,10.0,,,,,6.0,-9999.0,-9999.0
169,2002,2,28,21,,,-68.0,,,-93.0,10083.0,,,350.0,,,,70.0,-9999.0,-9999.0,-9999.0,,,
170,2002,3,1,3,,-121.0,,-166.0,10113.0,,,360.0,,,110.0,-9999.0,-9999.0,-9999.0,,,,,,
171,2002,3,1,6,,-147.0,,-178.0,10114.0,,,350.0,,,110.0,,,,,6.0,-9999.0,-9999.0,,
172,2002,3,1,9,,-153.0,,-189.0,10118.0,,,350.0,,,100.0,,,,,7.0,-9999.0,-9999.0,,
173,2002,3,1,15,,-142.0,,-170.0,10118.0,,,350.0,,,100.0,,,,,8.0,-9999.0,-9999.0,,
174,2002,3,1,18,,-134.0,,-157.0,10121.0,,,350.0,,,100.0,,,,,7.0,-9999.0,-9999.0,,
175,2002,3,1,21,,-124.0,,-167.0,10121.0,,,350.0,,,100.0,-9999.0,-9999.0,-9999.0,,,,,,
176,2002,3,2,3,,-116.0,,-165.0,10095.0,,,310.0,,,,30.0,-9999.0,-9999.0,-9999.0,,,,,
177,2002,3,2,6,,-116.0,,-159.0,10056.0,,,250.0,,,,30.0,,,,,8.0,-9999.0,-9999.0,
178,2002,3,2,21,,,-13.0,,,-19.0,,9709.0,,,210.0,,,,90.0,-9999.0,-9999.0,-9999.0,,
179,2002,3,3,3,,,-67.0,,,-82.0,,9716.0,,,200.0,,,,60.0,-9999.0,-9999.0,-9999.0,,
180,2002,3,4,3,,,-27.0,,,-62.0,,9774.0,,,,90.0,,,,70.0,-9999.0,-9999.0,-9999.0,
181,2002,3,4,21,,,-35.0,,,-41.0,,9793.0,,,,10.0,,,140.0,-9999.0,-9999.0,-9999.0,,
182,2002,3,5,15,,,-64.0,,,-93.0,,9844.0,,,350.0,,,160.0,-9999.0,-9999.0,-9999.0,,,
183,2002,3,5,21,,,-48.0,,,-60.0,,9826.0,,,,10.0,,,170.0,-9999.0,-9999.0,-9999.0,,
184,2002,3,6,3,,,-45.0,,,-72.0,,9827.0,,,,10.0,,,160.0,-9999.0,-9999.0,-9999.0,,
185,2002,3,6,15,,,-61.0,,-101.0,,9859.0,,,360.0,,,100.0,,,,,6.0,-9999.0,-9999.0
186,2002,3,6,21,,,-66.0,,-120.0,,9891.0,,,,10.0,,,,90.0,-9999.0,-9999.0,-9999.0,,
187,2002,3,7,3,,,-79.0,,-115.0,,9940.0,,,,10.0,,,100.0,-9999.0,-9999.0,-9999.0,,,
188,2002,3,7,15,,-103.0,,-148.0,10056.0,,,,30.0,,,,90.0,,,,,6.0,-9999.0,-9999.0
189,2002,3,7,21,,,-98.0,,-142.0,10097.0,,,,30.0,,,,50.0,-9999.0,-9999.0,-9999.0,,,
190,2002,3,8,3,,,-96.0,,-134.0,10119.0,,,,30.0,,,,80.0,-9999.0,-9999.0,-9999.0,,,
191,2002,3,8,6,,-102.0,,-141.0,10125.0,,,,20.0,,,,70.0,,,,,7.0,-9999.0,-9999.0
192,2002,3,8,9,,-108.0,,-144.0,10122.0,,,,10.0,,,,90.0,,,,,7.0,-9999.0,-9999.0
193,2002,3,8,15,,-118.0,,-157.0,10102.0,,,,10.0,,,120.0,,,,,7.0,-9999.0,-9999.0,
194,2002,3,8,18,,-125.0,,-163.0,10083.0,,,350.0,,,130.0,,,,,7.0,-9999.0,-9999.0,,
195,2002,3,8,21,,-127.0,,-162.0,10066.0,,,360.0,,,110.0,-9999.0,-9999.0,-9999.0,,,,,,
196,2002,3,9,3,,-121.0,,-145.0,10016.0,,,350.0,,,120.0,-9999.0,-9999.0,-9999.0,,,,,,
197,2002,3,9,6,,,-93.0,,-107.0,,9981.0,,,340.0,,,150.0,,,,,9.0,-9999.0,-9999.0
198,2002,3,9,21,,,-56.0,,,-77.0,,9997.0,,,340.0,,,,90.0,-9999.0,-9999.0,-9999.0,,
199,2002,3,10,3,,,-55.0,,,-73.0,10009.0,,,310.0,,,110.0,-9999.0,-9999.0,-9999.0,,,,
200,2002,3,10,21,,,-31.0,,,-72.0,10044.0,,,120.0,,,,70.0,-9999.0,-9999.0,-9999.0,,,
201,2002,3,11,3,,,-43.0,,,-54.0,10034.0,,,110.0,,,,60.0,-9999.0,-9999.0,-9999.0,,,
202,2002,3,11,15,,,-71.0,,-102.0,10046.0,,,260.0,,,,20.0,,,,,7.0,-9999.0,-9999.0
203,2002,3,11,18,,,-83.0,,-126.0,10048.0,,,270.0,,,,40.0,,,,,6.0,-9999.0,-9999.0
204,2002,3,11,21,,,-85.0,,-122.0,10044.0,,,280.0,,,,30.0,-9999.0,-9999.0,-9999.0,,,,
205,2002,3,12,3,,,-78.0,,-122.0,10029.0,,,260.0,,,,20.0,-9999.0,-9999.0,-9999.0,,,,
206,2002,3,12,6,,,-78.0,,-126.0,10027.0,,,240.0,,,,20.0,,,,,7.0,-9999.0,-9999.0
207,2002,3,12,9,,,-80.0,,-127.0,10029.0,,,270.0,,,,30.0,,,,,4.0,-9999.0,-9999.0
208,2002,3,12,21,,,-54.0,,-111.0,10103.0,,,330.0,,,,50.0,-9999.0,-9999.0,-9999.0,,,,
209,2002,3,13,3,,,-45.0,,,-79.0,10089.0,,,230.0,,,,40.0,-9999.0,-9999.0,-9999.0,,,
210,2002,3,13,15,,,-10.0,,,-25.0,10064.0,,,210.0,,,100.0,,,,,8.0,-9999.0,-9999.0
211,2002,3,13,21,,,,,6.0,,,,-2.0,10034.0,,,220.0,,,110.0,-9999.0,-9999.0,-9999.0,
212,2002,3,14,3,,,,,2.0,,,-40.0,10050.0,,,260.0,,,110.0,-9999.0,-9999.0,-9999.0,,
213,2002,3,14,12,,,-10.0,,,-57.0,10081.0,,,240.0,,,120.0,,,,,1.0,-9999.0,-9999.0
214,2002,3,14,21,,,-13.0,,,-54.0,10126.0,,,250.0,,,,90.0,-9999.0,-9999.0,-9999.0,,,
215,2002,3,15,0,,,-12.0,,,-47.0,10148.0,,,260.0,,,110.0,,,,,2.0,-9999.0,-9999.0
216,2002,3,15,3,,,-14.0,,,-47.0,10166.0,,,260.0,,,,90.0,-9999.0,-9999.0,-9999.0,,,
217,2002,3,15,21,,,-14.0,,,-22.0,10163.0,,,360.0,,,,50.0,-9999.0,-9999.0,-9999.0,,,
218,2002,3,16,3,,,-22.0,,,-39.0,10133.0,,,,10.0,,,110.0,-9999.0,-9999.0,-9999.0,,,
219,2002,3,16,15,,,-47.0,,,-59.0,10109.0,,,350.0,,,130.0,,,,,6.0,-9999.0,-9999.0
