,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
2007,1,4,0,,,-33.0,,,-42.0,,9887.0,,,,,0.0,,,,,0.0,,,,,3.0,-9999.0,-9999.0
2007,1,4,3,,,-37.0,,,-46.0,,9867.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0
2007,1,4,6,,,-33.0,,,-56.0,,9841.0,,,,,0.0,,,,,0.0,,,,,5.0,-9999.0,-9999.0
2007,1,4,9,,,-16.0,,,-67.0,,9825.0,-9999.0,-9999.0,,,,,6.0,-9999.0,-9999.0,,,,,,,,
2007,1,4,12,,,-26.0,,,-85.0,,9802.0,-9999.0,-9999.0,,,,,8.0,-9999.0,-9999.0,,,,,,,,
2007,1,4,15,,,-23.0,,,-79.0,,9797.0,-9999.0,-9999.0,,,,,8.0,-9999.0,-9999.0,,,,,,,,
2007,1,4,18,,,-21.0,,,-38.0,,9802.0,-9999.0,-9999.0,,,,,8.0,-9999.0,-9999.0,,,,,,,,
2007,1,4,21,,,-17.0,,,-28.0,,9816.0,-9999.0,-9999.0,,,,,8.0,-9999.0,-9999.0,,,,,,,,
2007,1,5,0,,,-15.0,,,-32.0,,9844.0,,,,,0.0,,,,,0.0,,,,,8.0,-9999.0,-9999.0
2007,1,5,3,,,-18.0,,,-31.0,,9864.0,-9999.0,-9999.0,,,,,8.0,-9999.0,-9999.0,,,,,,,,
2007,1,5,6,,,-18.0,,,-40.0,,9878.0,-9999.0,-9999.0,,,,,8.0,-9999.0,-9999.0,,,,,,,,
2007,1,5,9,,,,-6.0,,,-30.0,,9877.0,,,200.0,,,,20.0,,,,,7.0,-9999.0,-9999.0,,
2007,1,5,12,,,,,0.0,,,,-5.0,,9914.0,,,200.0,,,,10.0,,,,,7.0,-9999.0,-9999.0
2007,1,5,15,,,,,3.0,,,,-7.0,,9925.0,,,190.0,,,,30.0,,,,,7.0,-9999.0,-9999.0
2007,1,5,18,,,,,7.0,,,,-4.0,,9918.0,,,190.0,,,,30.0,,,,,7.0,-9999.0,-9999.0
2007,1,5,21,,,,-6.0,,,-39.0,,9920.0,,,230.0,,,,20.0,,,,,6.0,-9999.0,-9999.0,,
2007,1,6,0,,,,-8.0,,,-44.0,,9919.0,,,240.0,,,,20.0,,,,,4.0,-9999.0,-9999.0,,
2007,1,6,3,,,-27.0,,,-39.0,,9919.0,,,360.0,,,,10.0,,,,,2.0,-9999.0,-9999.0,,,
2007,1,6,6,,,-31.0,,,-47.0,,9912.0,,,,,0.0,,,,,0.0,,,,,0.0,-9999.0,-9999.0
2007,1,6,9,,,-37.0,,,-53.0,,9911.0,,,190.0,,,,40.0,,,,,2.0,-9999.0,-9999.0,,,
2007,1,6,12,,,,,0.0,,,-48.0,,9908.0,,,190.0,,,,30.0,,,,,7.0,-9999.0,-9999.0,
2007,1,6,15,,,,13.0,,,-32.0,,9908.0,,,180.0,,,,40.0,,,,,7.0,-9999.0,-9999.0,,
2007,1,6,18,,,,14.0,,,-29.0,,9909.0,,,200.0,,,,50.0,,,,,5.0,-9999.0,-9999.0,,
2007,1,6,21,,,,29.0,,,,-2.0,,9909.0,,,220.0,,,,40.0,,,,,8.0,-9999.0,-9999.0,
2007,1,7,0,,,,33.0,,,,-3.0,,9910.0,,,200.0,,,,50.0,,,,,8.0,-9999.0,-9999.0,
2007,1,7,3,,,,39.0,,,,,1.0,,9910.0,,,200.0,,,,40.0,,,,,8.0,-9999.0,-9999.0
2007,1,7,6,,,,40.0,,,,,7.0,,9897.0,,,210.0,,,,40.0,,,,,8.0,-9999.0,-9999.0
2007,1,7,9,,,,51.0,,,-11.0,,9890.0,,,170.0,,,,70.0,,,,,7.0,-9999.0,-9999.0,,
2007,1,7,12,,,,51.0,,,-11.0,,9870.0,,,160.0,,,,90.0,,,,,7.0,-9999.0,-9999.0,,
2007,1,7,15,,,,40.0,,,,,2.0,,9867.0,,,210.0,,,,50.0,,,,,8.0,-9999.0,-9999.0
2007,1,7,18,,,,57.0,,,-10.0,,9850.0,,,170.0,,,,60.0,,,,,6.0,-9999.0,-9999.0,,
2007,1,7,21,,,,57.0,,,-36.0,,9836.0,,,170.0,,,,50.0,,,,,6.0,-9999.0,-9999.0,,
2007,1,8,0,,,,53.0,,,-56.0,,9824.0,,,190.0,,,,30.0,,,,,5.0,-9999.0,-9999.0,,
2007,1,8,3,,,,45.0,,,-21.0,,9824.0,,,180.0,,,,60.0,,,,,8.0,-9999.0,-9999.0,,
2007,1,8,6,,,,45.0,,,-17.0,,9809.0,,,160.0,,,,60.0,,,,,7.0,-9999.0,-9999.0,,
2007,1,8,9,,,,47.0,,,-11.0,,9792.0,,,160.0,,,,80.0,,,,,7.0,-9999.0,-9999.0,,
2007,1,8,12,,,,48.0,,,-23.0,,9773.0,,,170.0,,,,80.0,,,,,6.0,-9999.0,-9999.0,,
2007,1,8,15,,,,47.0,,,-31.0,,9757.0,,,170.0,,,,70.0,,,,,5.0,-9999.0,-9999.0,,
2007,1,8,18,,,,45.0,,,-50.0,,9744.0,,,180.0,,,,50.0,,,,,8.0,-9999.0,-9999.0,,
2007,1,8,21,,,,30.0,,,-29.0,,9741.0,,,200.0,,,,40.0,,,,,8.0,-9999.0,-9999.0,,
2007,1,9,3,,,,15.0,,,,-3.0,,9745.0,,,160.0,,,,30.0,,,,,7.0,-9999.0,-9999.0,
2007,1,9,6,,,,14.0,,,,-1.0,,9747.0,,,180.0,,,,40.0,,,,,6.0,-9999.0,-9999.0,
2007,1,9,9,,,,14.0,,,,-5.0,,9749.0,,,210.0,,,,30.0,,,,,7.0,-9999.0,-9999.0,
2007,1,9,12,,,,12.0,,,,,5.0,,9741.0,,,200.0,,,,20.0,,,,,8.0,-9999.0,-9999.0
2007,1,9,15,,,,,5.0,,,,-2.0,,9726.0,,,300.0,,,,20.0,,,,,7.0,-9999.0,-9999.0
2007,1,9,18,,,,-1.0,,,-16.0,,9691.0,,,320.0,,,,30.0,,,,,3.0,-9999.0,-9999.0,,
2007,1,9,21,,,,-4.0,,,-28.0,,9672.0,,,320.0,,,,30.0,,,,,3.0,-9999.0,-9999.0,,
2007,1,10,0,,,,13.0,,,-24.0,,9673.0,,,200.0,,,,20.0,,,,,6.0,-9999.0,-9999.0,,
2007,1,10,3,,,,,6.0,,,-19.0,,9690.0,,,220.0,,,,10.0,,,,,8.0,-9999.0,-9999.0,
2007,1,10,6,,,,,6.0,,,,-1.0,,9728.0,,,350.0,,,,40.0,,,,,8.0,-9999.0,-9999.0
2007,1,10,9,,,,-3.0,,,-25.0,,9772.0,,,280.0,,,,30.0,,,,,8.0,-9999.0,-9999.0,,
2007,1,10,12,,,-16.0,,,-47.0,,9814.0,,,240.0,,,,10.0,,,,,7.0,-9999.0,-9999.0,,,
2007,1,10,15,,,-25.0,,,-44.0,,9838.0,,,300.0,,,,50.0,,,,,7.0,-9999.0,-9999.0,,,
2007,1,10,18,,,-31.0,,,-41.0,,9864.0,,,210.0,,,,10.0,,,,,9.0,-9999.0,-9999.0,,,
2007,1,10,21,,,-42.0,,,-64.0,,9873.0,,,250.0,,,,10.0,,,,,6.0,-9999.0,-9999.0,,,
2007,1,11,0,,,-53.0,,,-65.0,,9891.0,,,210.0,,,,20.0,,,,,4.0,-9999.0,-9999.0,,,
2007,1,11,3,,,-51.0,,,-61.0,,9896.0,,,230.0,,,,10.0,,,,,6.0,-9999.0,-9999.0,,,
2007,1,11,6,,,-44.0,,,-54.0,,9899.0,,,200.0,,,,30.0,,,,,8.0,-9999.0,-9999.0,,,
2007,1,11,9,,,-33.0,,,-49.0,,9895.0,,,310.0,,,,10.0,,,,,4.0,-9999.0,-9999.0,,,
2007,1,11,12,,,-20.0,,,-71.0,,9872.0,,,150.0,,,,60.0,,,,,6.0,-9999.0,-9999.0,,,
2007,1,11,15,,,-20.0,,,-76.0,,9858.0,,,180.0,,,,50.0,,,,,7.0,-9999.0,-9999.0,,,
2007,1,11,18,,,-20.0,,,-82.0,,9851.0,,,210.0,,,,10.0,,,,,5.0,-9999.0,-9999.0,,,
2007,1,11,21,,,-53.0,,-101.0,,9843.0,,,170.0,,,,30.0,,,,,2.0,-9999.0,-9999.0,,,,
2007,1,12,0,,,,28.0,,,-65.0,,9838.0,,,220.0,,,,30.0,,,,,2.0,-9999.0,-9999.0,,
2007,1,12,3,,,-45.0,,-104.0,,9842.0,,,,,0.0,,,,,0.0,,,,,2.0,-9999.0,-9999.0,
2007,1,12,6,,,-22.0,,-109.0,,9831.0,,,330.0,,,,20.0,,,,,2.0,-9999.0,-9999.0,,,,
2007,1,12,9,,,,20.0,,-108.0,,9814.0,,,170.0,,,,60.0,,,,,6.0,-9999.0,-9999.0,,,
2007,1,12,12,,,,,9.0,,-114.0,,9799.0,,,160.0,,,,70.0,,,,,7.0,-9999.0,-9999.0,,
2007,1,12,15,,,,12.0,,,-78.0,,9794.0,,,170.0,,,,50.0,,,,,8.0,-9999.0,-9999.0,,
2007,1,12,18,,,,16.0,,,-33.0,,9769.0,,,150.0,,,,50.0,,,,,7.0,-9999.0,-9999.0,,
2007,1,12,21,,,,13.0,,,-51.0,,9752.0,,,140.0,,,,50.0,,,,,8.0,-9999.0,-9999.0,,
2007,1,13,0,,,-21.0,,,-60.0,,9750.0,,,230.0,,,,20.0,,,,,3.0,-9999.0,-9999.0,,,
2007,1,13,3,,,-19.0,,,-56.0,,9753.0,,,330.0,,,,10.0,,,,,2.0,-9999.0,-9999.0,,,
2007,1,13,6,,,,-2.0,,,-15.0,,9756.0,,,200.0,,,,40.0,,,,,5.0,-9999.0,-9999.0,,
2007,1,13,9,,,,,4.0,,,,-3.0,,9776.0,,,210.0,,,,50.0,,,,,8.0,-9999.0,-9999.0
2007,1,13,12,,,,14.0,,,-38.0,,9801.0,,,240.0,,,,50.0,,,,,8.0,-9999.0,-9999.0,,
2007,1,13,15,,,,,7.0,,,-68.0,,9827.0,,,220.0,,,,50.0,,,,,8.0,-9999.0,-9999.0,
2007,1,13,18,,,,-7.0,,,-20.0,,9838.0,,,190.0,,,,50.0,,,,,8.0,-9999.0,-9999.0,,
2007,1,13,21,,,-10.0,,,-16.0,,9849.0,,,190.0,,,,30.0,,,,,8.0,-9999.0,-9999.0,,,
2007,1,14,0,,,-12.0,,,-51.0,,9854.0,,,210.0,,,,20.0,,,,,6.0,-9999.0,-9999.0,,,
2007,1,14,3,,,-14.0,,,-36.0,,9851.0,,,200.0,,,,60.0,,,,,8.0,-9999.0,-9999.0,,,
2007,1,14,6,,,-16.0,,,-22.0,,9851.0,,,280.0,,,,20.0,,,,,9.0,-9999.0,-9999.0,,,
2007,1,14,9,,,-15.0,,,-17.0,,9862.0,,,200.0,,,,50.0,,,,,8.0,-9999.0,-9999.0,,,
2007,1,14,12,,,-14.0,,,-23.0,,9869.0,,,190.0,,,,40.0,,,,,8.0,-9999.0,-9999.0,,,
2007,1,14,15,,,,-4.0,,,-14.0,,9878.0,,,190.0,,,,20.0,,,,,8.0,-9999.0,-9999.0,,
2007,1,14,18,,,,,1.0,,,-21.0,,9873.0,,,190.0,,,,40.0,,,,,8.0,-9999.0,-9999.0,
2007,1,14,21,,,,,6.0,,,,-1.0,,9906.0,,,260.0,,,,40.0,,,,,8.0,-9999.0,-9999.0
2007,1,15,0,,,,,0.0,,,-36.0,,9915.0,,,200.0,,,,30.0,,,,,7.0,-9999.0,-9999.0,
2007,1,15,3,,,,-1.0,,,-10.0,,9905.0,,,170.0,,,,30.0,,,,,8.0,-9999.0,-9999.0,,
2007,1,15,6,,,,24.0,,,-45.0,,9873.0,,,180.0,,,,80.0,,,,,8.0,-9999.0,-9999.0,,
2007,1,15,9,,,,32.0,,,-97.0,,9836.0,,,150.0,,,,80.0,,,,,7.0,-9999.0,-9999.0,,
2007,1,15,12,,,,26.0,,-116.0,,9824.0,,,150.0,,,,60.0,,,,,5.0,-9999.0,-9999.0,,,
2007,1,15,15,,,,29.0,,-100.0,,9794.0,,,140.0,,,,80.0,,,,,7.0,-9999.0,-9999.0,,,
2007,1,15,18,,,,22.0,,,-59.0,,9763.0,,,140.0,,,,80.0,,,,,7.0,-9999.0,-9999.0,,
2007,1,15,21,,,,22.0,,,-31.0,,9742.0,,,150.0,,,,90.0,,,,,7.0,-9999.0,-9999.0,,
2007,1,16,0,,,,27.0,,,-13.0,,9750.0,,,210.0,,,,60.0,,,,,7.0,-9999.0,-9999.0,,
2007,1,16,3,,,,32.0,,,-12.0,,9746.0,,,190.0,,,,30.0,,,,,7.0,-9999.0,-9999.0,,
2007,1,16,6,,,,30.0,,,-35.0,,9741.0,,,160.0,,,,50.0,,,,,7.0,-9999.0,-9999.0,,
2007,1,16,9,,,,29.0,,,-41.0,,9742.0,,,210.0,,,,30.0,,,,,7.0,-9999.0,-9999.0,,
2007,1,16,12,,,,23.0,,,-22.0,,9753.0,,,220.0,,,,30.0,,,,,7.0,-9999.0,-9999.0,,
2007,1,16,15,,,,14.0,,,-12.0,,9756.0,,,210.0,,,,30.0,,,,,6.0,-9999.0,-9999.0,,
2007,1,16,18,,,,,1.0,,,-31.0,,9760.0,,,300.0,,,,10.0,,,,,4.0,-9999.0,-9999.0,
2007,1,16,21,,,-19.0,,,-41.0,,9769.0,,,190.0,,,,10.0,,,,,3.0,-9999.0,-9999.0,,,
2007,1,17,0,,,,-7.0,,,-26.0,,9778.0,,,270.0,,,,20.0,,,,,7.0,-9999.0,-9999.0,,
2007,1,17,3,,,,,9.0,,,,-2.0,,9788.0,,,270.0,,,,10.0,,,,,8.0,-9999.0,-9999.0
2007,1,17,9,,,,-3.0,,,-20.0,,9802.0,,,310.0,,,,30.0,,,,,5.0,-9999.0,-9999.0,,
2007,1,17,12,,,-16.0,,,-31.0,,9833.0,,,320.0,,,,10.0,,,,,3.0,-9999.0,-9999.0,,,
2007,1,17,15,,,-36.0,,,-46.0,,9836.0,,,330.0,,,,30.0,,,,,2.0,-9999.0,-9999.0,,,
2007,1,17,18,,,-26.0,,,-35.0,,9841.0,,,310.0,,,,10.0,,,,,2.0,-9999.0,-9999.0,,,
2007,1,17,21,,,,-7.0,,,-34.0,,9836.0,,,320.0,,,,20.0,,,,,8.0,-9999.0,-9999.0,,
2007,1,18,0,,,,12.0,,,-15.0,,9836.0,,,,60.0,,,,40.0,,,,,8.0,-9999.0,-9999.0,
2007,1,18,3,,,,,7.0,,,-36.0,,9831.0,,,280.0,,,,20.0,,,,,8.0,-9999.0,-9999.0,
2007,1,18,6,,,,,4.0,,,-50.0,,9814.0,,,220.0,,,,10.0,,,,,7.0,-9999.0,-9999.0,
2007,1,18,9,,,-20.0,,,-67.0,,9808.0,,,270.0,,,,10.0,,,,,6.0,-9999.0,-9999.0,,,
2007,1,18,12,,,-21.0,,,-81.0,,9806.0,,,240.0,,,,10.0,,,,,3.0,-9999.0,-9999.0,,,
2007,1,18,15,,,-46.0,,,-92.0,,9809.0,,,280.0,,,,20.0,,,,,3.0,-9999.0,-9999.0,,,
2007,1,18,18,,,-48.0,,,-94.0,,9805.0,,,260.0,,,,10.0,,,,,6.0,-9999.0,-9999.0,,,
2007,1,18,21,,,-35.0,,,-82.0,,9816.0,,,210.0,,,,20.0,,,,,4.0,-9999.0,-9999.0,,,
2007,1,19,0,,,-41.0,,,-96.0,,9835.0,,,330.0,,,,10.0,,,,,6.0,-9999.0,-9999.0,,,
2007,1,19,3,,,-30.0,,-110.0,,9853.0,,,,30.0,,,,10.0,,,,,5.0,-9999.0,-9999.0,,,
2007,1,19,6,,,-30.0,,-110.0,,9868.0,,,,30.0,,,,10.0,,,,,6.0,-9999.0,-9999.0,,,
2007,1,19,9,,,-16.0,,,-86.0,,9895.0,,,,20.0,,,,20.0,,,,,7.0,-9999.0,-9999.0,,
2007,1,19,12,,,-22.0,,,-94.0,,9923.0,,,160.0,,,,20.0,,,,,8.0,-9999.0,-9999.0,,,
2007,1,19,15,,,-33.0,,,-98.0,,9946.0,,,310.0,,,,10.0,,,,,8.0,-9999.0,-9999.0,,,
2007,1,19,18,,,-35.0,,,-94.0,,9953.0,,,200.0,,,,20.0,,,,,8.0,-9999.0,-9999.0,,,
2007,1,19,21,,,-44.0,,-103.0,,9967.0,,,290.0,,,,20.0,,,,,8.0,-9999.0,-9999.0,,,,
2007,1,20,0,,,-59.0,,-106.0,,9973.0,,,180.0,,,,30.0,,,,,3.0,-9999.0,-9999.0,,,,
2007,1,20,3,,,-53.0,,,-92.0,,9966.0,,,,,0.0,,,,,0.0,,,,,4.0,-9999.0,-9999.0
2007,1,20,6,,,-68.0,,,-84.0,,9957.0,,,200.0,,,,10.0,,,,,2.0,-9999.0,-9999.0,,,
2007,1,20,9,,,-49.0,,,-76.0,,9956.0,,,350.0,,,,30.0,,,,,1.0,-9999.0,-9999.0,,,
2007,1,20,12,,,-53.0,,,-76.0,,9950.0,,,330.0,,,,20.0,,,,,1.0,-9999.0,-9999.0,,,
2007,1,20,15,,,-45.0,,,-63.0,,9945.0,,,360.0,,,,20.0,,,,,6.0,-9999.0,-9999.0,,,
2007,1,20,18,,,-23.0,,,-27.0,,9948.0,,,,70.0,,,,30.0,,,,,8.0,-9999.0,-9999.0,,
2007,1,20,21,,,-28.0,,,-44.0,,9944.0,,,,10.0,,,,20.0,,,,,8.0,-9999.0,-9999.0,,
2007,1,21,0,,,-28.0,,,-51.0,,9951.0,,,,30.0,,,,50.0,,,,,7.0,-9999.0,-9999.0,,
2007,1,21,3,,,-56.0,,,-71.0,,9954.0,,,300.0,,,,40.0,,,,,4.0,-9999.0,-9999.0,,,
2007,1,21,6,,,-42.0,,,-58.0,,9953.0,,,340.0,,,,50.0,,,,,6.0,-9999.0,-9999.0,,,
2007,1,21,9,,,-30.0,,,-95.0,,9991.0,,,,40.0,,,,20.0,,,,,3.0,-9999.0,-9999.0,,
2007,1,21,12,,,-69.0,,-111.0,10017.0,,,300.0,,,,10.0,,,,,3.0,-9999.0,-9999.0,,,,,
2007,1,21,15,,,-79.0,,,-89.0,10026.0,,,210.0,,,,20.0,,,,,4.0,-9999.0,-9999.0,,,,
2007,1,21,18,,,-49.0,,,-79.0,10037.0,,,190.0,,,,20.0,,,,,7.0,-9999.0,-9999.0,,,,
2007,1,21,21,,,-38.0,,,-43.0,10042.0,,,190.0,,,,40.0,,,,,9.0,-9999.0,-9999.0,,,,
2007,1,22,0,,,-36.0,,,-40.0,10046.0,,,180.0,,,,20.0,,,,,6.0,-9999.0,-9999.0,,,,
2007,1,22,3,,,-34.0,,,-38.0,10055.0,,,340.0,,,,30.0,,,,,5.0,-9999.0,-9999.0,,,,
2007,1,22,6,,,-45.0,,,-60.0,10059.0,,,220.0,,,,10.0,,,,,6.0,-9999.0,-9999.0,,,,
2007,1,22,9,,,-39.0,,,-48.0,10071.0,,,310.0,,,,30.0,,,,,8.0,-9999.0,-9999.0,,,,
2007,1,22,12,,,-52.0,,,-62.0,10079.0,,,210.0,,,,10.0,,,,,6.0,-9999.0,-9999.0,,,,
2007,1,22,15,,,-34.0,,,-56.0,10078.0,,,160.0,,,,30.0,,,,,6.0,-9999.0,-9999.0,,,,
2007,1,22,18,,,-37.0,,,-60.0,10074.0,,,200.0,,,,40.0,,,,,8.0,-9999.0,-9999.0,,,,
2007,1,22,21,,,-31.0,,,-40.0,10070.0,,,210.0,,,,40.0,,,,,8.0,-9999.0,-9999.0,,,,
2007,1,23,0,,,-32.0,,,-41.0,10059.0,,,190.0,,,,40.0,,,,,8.0,-9999.0,-9999.0,,,,
2007,1,23,3,,,-28.0,,,-40.0,10049.0,,,150.0,,,,20.0,,,,,8.0,-9999.0,-9999.0,,,,
2007,1,23,6,,,-30.0,,,-40.0,10057.0,,,150.0,,,,20.0,,,,,8.0,-9999.0,-9999.0,,,,
2007,1,23,9,,,-17.0,,,-83.0,10074.0,,,,70.0,,,,30.0,,,,,8.0,-9999.0,-9999.0,,,
2007,1,23,12,,,-41.0,,-129.0,10083.0,,,320.0,,,,20.0,,,,,6.0,-9999.0,-9999.0,,,,,
2007,1,23,15,,,-63.0,,-121.0,10091.0,,,320.0,,,,10.0,,,,,2.0,-9999.0,-9999.0,,,,,
2007,1,23,18,,,-57.0,,,-90.0,10105.0,,,290.0,,,,10.0,,,,,5.0,-9999.0,-9999.0,,,,
2007,1,23,21,,,,-3.0,,,-69.0,10121.0,,,,10.0,,,,80.0,,,,,7.0,-9999.0,-9999.0,,
2007,1,24,0,,,-10.0,,,-66.0,10145.0,,,360.0,,,,80.0,,,,,8.0,-9999.0,-9999.0,,,,
2007,1,24,3,,,-42.0,,,-82.0,10160.0,,,300.0,,,,10.0,,,,,6.0,-9999.0,-9999.0,,,,
2007,1,24,6,,,-40.0,,,-67.0,10170.0,,,190.0,,,,20.0,,,,,6.0,-9999.0,-9999.0,,,,
2007,1,24,9,,,-45.0,,,-71.0,10177.0,,,190.0,,,,30.0,,,,,4.0,-9999.0,-9999.0,,,,
2007,1,24,12,,,-16.0,,,-76.0,10167.0,,,180.0,,,,40.0,,,,,8.0,-9999.0,-9999.0,,,,
2007,1,24,15,,,-15.0,,,-21.0,-9999.0,,,190.0,,,,50.0,,,,,8.0,-9999.0,-9999.0,,,,
2007,1,24,18,,,,-3.0,,,-16.0,10129.0,,,210.0,,,,50.0,,,,,8.0,-9999.0,-9999.0,,,
2007,1,24,21,,,,,5.0,,,-25.0,10085.0,,,210.0,,,,50.0,,,,,8.0,-9999.0,-9999.0,,
2007,1,25,0,,,,13.0,,,-14.0,-9999.0,,,210.0,,,,60.0,,,,,8.0,-9999.0,-9999.0,,,
2007,1,25,3,,,,26.0,,,,-7.0,,9945.0,,,200.0,,,130.0,,,,,8.0,-9999.0,-9999.0,,
2007,1,25,6,,,,35.0,,,,-7.0,,9885.0,,,200.0,,,120.0,,,,,8.0,-9999.0,-9999.0,,
2007,1,25,9,,,,42.0,,,,14.0,,9838.0,,,250.0,,,,80.0,,,,,7.0,-9999.0,-9999.0,
2007,1,25,12,,,,47.0,,,,,7.0,,9811.0,,,270.0,,,,50.0,,,,,8.0,-9999.0,-9999.0
2007,1,25,15,,,,47.0,,,-24.0,,9801.0,,,240.0,,,,50.0,,,,,7.0,-9999.0,-9999.0,,
2007,1,25,18,,,,14.0,,,,,2.0,,9781.0,,,300.0,,,,20.0,,,,,8.0,-9999.0,-9999.0
2007,1,25,21,,,,,4.0,,,-18.0,,9800.0,,,330.0,,,,60.0,,,,,8.0,-9999.0,-9999.0,
2007,1,26,0,,,,-3.0,,,-60.0,,9814.0,,,280.0,,,,60.0,,,,,8.0,-9999.0,-9999.0,,
2007,1,26,3,,,-18.0,,,-40.0,,9821.0,,,310.0,,,,70.0,,,,,8.0,-9999.0,-9999.0,,,
2007,1,26,9,,,-26.0,,,-66.0,,9807.0,,,250.0,,,,30.0,,,,,8.0,-9999.0,-9999.0,,,
2007,1,26,12,,,-17.0,,,-22.0,,9826.0,,,360.0,,,200.0,,,,,8.0,-9999.0,-9999.0,,,,
2007,1,26,15,,,-46.0,,,-51.0,,9879.0,,,340.0,,,110.0,,,,,8.0,-9999.0,-9999.0,,,,
2007,1,26,18,,,-60.0,,-111.0,,9915.0,,,310.0,,,,50.0,,,,,7.0,-9999.0,-9999.0,,,,
2007,1,26,21,,,-70.0,,-103.0,,9939.0,,,330.0,,,,80.0,,,,,9.0,-9999.0,-9999.0,,,,
2007,1,27,0,,,-84.0,,-106.0,,9974.0,,,320.0,,,,50.0,,,,,8.0,-9999.0,-9999.0,,,,
2007,1,27,3,,,-89.0,,-124.0,,9976.0,,,300.0,,,,30.0,,,,,8.0,-9999.0,-9999.0,,,,
2007,1,27,6,,,-86.0,,-121.0,,9993.0,,,320.0,,,,20.0,,,,,7.0,-9999.0,-9999.0,,,,
2007,1,27,9,,,-80.0,,,-96.0,10006.0,,,170.0,,,,10.0,,,,,8.0,-9999.0,-9999.0,,,,
2007,1,27,12,,,-75.0,,,-94.0,10009.0,,,300.0,,,,20.0,,,,,8.0,-9999.0,-9999.0,,,,
2007,1,27,15,,,-77.0,,-100.0,10012.0,,,210.0,,,,20.0,,,,,8.0,-9999.0,-9999.0,,,,,
2007,1,27,18,,,-77.0,,-107.0,10008.0,,,200.0,,,,10.0,,,,,6.0,-9999.0,-9999.0,,,,,
2007,1,27,21,,,-93.0,,-130.0,10002.0,,,240.0,,,,30.0,,,,,5.0,-9999.0,-9999.0,,,,,
2007,1,28,0,,,-69.0,,,-84.0,,9984.0,,,210.0,,,,50.0,,,,,8.0,-9999.0,-9999.0,,,
2007,1,28,3,,,-63.0,,,-74.0,,9969.0,,,150.0,,,,50.0,,,,,7.0,-9999.0,-9999.0,,,
2007,1,28,6,,,-56.0,,,-62.0,,9952.0,,,160.0,,,,50.0,,,,,8.0,-9999.0,-9999.0,,,
2007,1,28,9,,,-48.0,,,-60.0,,9938.0,,,200.0,,,,50.0,,,,,8.0,-9999.0,-9999.0,,,
